company,country,vertical,raw_sector,horizontal,use_case,existence,value_claimed,tier,source_url,date
GEA Group,DE,Industrial / Machinery,Mechanical Engineering,Industrial Equipment / Process Optimization,"""GEA Intellicant"" AI cloud solution + Virtual Machine Operator (VMO) deployed in wastewater treatment/decanters; AI for animal-welfare monitoring, machine optimization | CONFIRMED",none,P,,https://www.gea.com/de/stories/ai-drives-sustainability-for-gea-and-customers/,missing
Hannover Re,DE,Insurance,Insurance,Underwriting / Risk Assessment,"Automated risk-assessment / digital underwriting systems (""automatisierte Risikoprüfung"") enabling instant policy issuance and rapid claims settlement for partners | CONFIRMED",none,P,,https://www.hannover-re.com/de/personen-rueckversicherung/service-angebot/automatisierte-risikopruefung/,missing
Heidelberg Materials,DE,Chemicals & Materials,Construction Materials,Operations / Autonomous Vehicles,Expanding worldwide use of AI-powered autonomous haul vehicles (sensors/cameras/AI) in quarries; building digital ecosystem of integrated AI services across value chain | CONFIRMED,none,P,,https://www.heidelbergmaterials.com/system/files/2026-04/HM_DE_260430.pdf,2026
Henkel,DE,Retail & E-commerce,Consumer Goods,Sales / Marketing,"AI in sales/pricing replacing ""gut feeling""; AI a dominant 2025 theme cited in FY2025 investor results as materially reshaping how the company works | CONFIRMED",none,P,,https://www.henkel.de/investoren-und-analysten/investor-relations-news/2026-03-11-henkel-erzielt-2025-organisches-wachstum-und-steigert-ertragskraft-durch-innovationen-und-mehr-effizienz-2132496,2025
Infineon Technologies,DE,Technology,Technology,Edge AI / Semiconductors,Edge-AI microcontrollers bringing intelligence to end devices; supplying power chips for AI data centers (strong AI-driven demand cited in FY2026 results) | CONFIRMED,none,P,,https://www.infineon.com/de/our-stories/enable-provide-ai-customer-innovation,missing
Mercedes-Benz Group,DE,Automotive,Automotive,Cross-value-chain / Manufacturing,"AI deployed across entire value chain to optimize products/processes, automate routine tasks, and act as co-pilot for creative work; strategic anchoring with standardized data structures | CONFIRMED",none,P,,https://group.mercedes-benz.com/technologie/digitalisierung/kuenstliche-intelligenz/,missing
Merck,DE,Healthcare & Life Sciences,Pharmaceuticals,R&D / Semiconductor Materials,Group Data/Digital/IT strategy; Electronics unit supplies AI-critical semiconductor materials; AI in R&D acceleration (FY2025 report) | CONFIRMED,none,P,,https://www.reports.merckgroup.com/de/geschaeftsbericht/2025/lagebericht/grundlagen-des-konzerns/data-digital-it-strategie.html,2025
MTU Aero Engines,DE,Aerospace & Defence,Aerospace & Defence,MRO / Manufacturing,AI-based object-recognition system (ABE) using deep learning + image/weight data to auto-classify engine components during maintenance/overhaul; AI competence center (with Fraunhofer) | CONFIRMED,none,P,,https://websites.fraunhofer.de/ergebnisse-ki-ultra/fallberichte/mtu-aero-engines-mit-kunstlicher-intelligenz-die-zuordnung-von-montageobjekten-automatisieren,missing
Munich Re,DE,Insurance,Insurance,Reinsurance / Product Innovation,"""aiSure"" product insuring performance risk of AI models; 100+ AI experts; AI a central lever of ""Ambition 2030"" strategy across value chain | CONFIRMED",none,P,,https://www.munichre.com/de/insights/digitalisation/insurers-should-experiment-with-generative-ai-models-now.html,missing
Porsche SE,DE,Automotive,Automotive,Manufacturing / Quality & Config,"AI + data analytics for high-voltage/energy-system component development (Macan); AI in quality control and car configurator to save ""millions of euros""",CONFIRMED,"""several million euros"" savings target (self-claimed)",P,https://newsroom.porsche.com/de/2025/innovation/porsche-macan-ki-datenanalyse-hochvolt-performance-39623.html,2025
Qiagen,DE,Healthcare & Life Sciences,Biotech,Molecular Diagnostics / Genomics,"""Franklin by QIAGEN"" AI-powered cloud clinical decision support for real-time NGS analysis; QIAGEN Clinical Insights (QCI); AI + expert genomic curation | CONFIRMED",none,P,,https://digitalinsights.qiagen.com/products-overview/clinical-insights-portfolio/,missing
Rheinmetall,DE,Aerospace & Defence,Aerospace & Defence,Defence Systems / Autonomy,"~100 identified AI use cases (""becoming an AI house""); AI/ML for autonomous convoy (won ELROB 2024), shortening decision cycles, reducing personnel needs | CONFIRMED",none,P,,https://www.rheinmetall.com/de/produkte/digitalisierung/uebersicht,2024
RWE,DE,Energy & Utilities,Utilities,Energy Forecasting,"RWE AI Research Laboratory building leading AI weather/energy forecasting models (temperature, precipitation, wind) for renewables; AI guidelines for internal process optimization | CONFIRMED",none,P,,https://www.rwe.com/forschung-und-entwicklung/digitalisierung-at-rwe/rwe-ai-research-laboratory/,missing
SAP,DE,Technology,Technology,Enterprise Software / GenAI,"Generative AI (""Joule"" copilot) embedded across SAP business software and S/4HANA to optimize enterprise processes | CONFIRMED",none,P,,https://www.sap.com/germany/products/artificial-intelligence/generative-ai.html,missing
Scout24,DE,Retail & E-commerce,E-Commerce,Search / Recommendations,"""HeyImmo"" AI-powered real-estate search (natural-language input, interior-style visualization, personalized recommendations); AI features drove up to +14% demand in user tests",CONFIRMED,up to +14% demand uplift in user tests (self-claimed),P,https://www.scout24.com/fileadmin/user_upload/20250403_IS24_New_AI_Search.pdf,missing
Siemens,DE,Industrial / Machinery,Industrials,Industrial AI / Automation,"Deployed industrial AI in manufacturing, energy, buildings delivering measurable throughput/efficiency/availability results; ""nine copilots"" for industry",CONFIRMED,"""measurable results"" (self-claimed, no single figure)",P,https://www.siemens.com/de-de/company/artificial-intelligence/,missing
Siemens Energy,DE,Energy & Utilities,Energy Technology,Predictive Maintenance,"Omnivise predictive-maintenance solutions using AI, advanced analytics & digital twins; Senseye Predictive Maintenance enhanced with generative AI for conversational diagnostics | CONFIRMED",none,P,,https://press.siemens.com/global/en/pressrelease/generative-artificial-intelligence-takes-siemens-predictive-maintenance-solution-next,missing
Siemens Healthineers,DE,Healthcare & Life Sciences,Medical Equipment,Diagnostic Imaging / Clinical AI,Scalable AI solutions automating clinical routine workflows in complex diagnosis and therapy; company strategy fully centered on AI in medical imaging | CONFIRMED,none,P,,https://www.siemens-healthineers.com/deu/innovations/artificial-intelligence,missing
Symrise,DE,Chemicals & Materials,Chemicals,R&D / Flavor & Fragrance,"""Symvision AI"" AI-based forecasting tool predicting taste/flavor trends, preferred ingredients and product claims from proprietary data | CONFIRMED",none,P,,https://www.symrise.com/de/newsroom/artikel/symrise-praesentiert-symvision-aitm-sein-ki-basiertes-prognosetool-fuer-geschmackstrends-inhaltsstoffe-und-produkteigenschaften/,missing
Volkswagen Group,DE,Automotive,Automotive,Vehicle Development / Industrial,"Committing up to EUR 1bn through 2030 to AI-supported vehicle development, industrial applications and IT systems (announced at IAA Mobility)",CONFIRMED,up to EUR 1bn investment through 2030 (self-disclosed),P,https://www.volkswagen-group.com/de/pressemitteilungen/innovationskraft-steigern-mobilitaet-neugestalten-volkswagen-investiert-in-kuenstliche-intelligenz-19852,missing
Vonovia,DE,Real Estate & Construction,Real Estate,Residential / Assisted Living,"Integrating AI into housing infrastructure to enable independent living for older residents (barrier-reduced living concepts); backed AI-in-home survey of 2,500 seniors | CLAIMED",none,I,,https://www.shopper-infos.de/leben-im-alter-ki/,missing
Zalando,DE,Retail & E-commerce,E-Commerce,Customer Experience / Efficiency,Generative AI to make shopping more inspiring/entertaining; AI cited as growth driver and efficiency lever in Q1 2026 results,CONFIRMED,"AI credited for record revenue & efficiency (self-claimed, Q1 2026)",P,https://corporate.zalando.com/de/finanzen/zalando-ergebnis-q1-2026,2026
ACS,ES,Real Estate & Construction,Construction,Operations/Engineering,"~150 AI agents on ""One Digital"" platform automating engineering, safety, procurement and project control",CLAIMED,150 AI agents,I,https://www.economiadigital.es/empresas/florentino-perez-acs-ia.html,missing
Acerinox,ES,Chemicals & Materials,Steel,Manufacturing/Operations,Member of IndesIA industrial-AI consortium; AI-driven operational improvement & digitalization at Acerinox Europa plant | CLAIMED,none,I,,https://eurometal.net/acerinox-joins-ai-technology-development-project-in-spain/,missing
Amadeus IT Group,ES,Travel & Hospitality,Tourism/IT,Employee Productivity,"Microsoft Copilot deployed internally to 10,000+ employees for productivity",CLAIMED,"10,000+ employees",I,https://www.pressreader.com/spain/expansion-nacional/20250807/282059103070908,missing
Acciona,ES,Real Estate & Construction,Construction/Infrastructure,Employee Support,"AI virtual assistant (built by Ayesa) supporting ~60,000 field workers across factories, ports, construction sites",CLAIMED,"60,000 workers",I,https://rrhhpress.com/zona-tech/62030-asistente-virtual-ia-por-ayesa-para-acciona,missing
Acciona,ES,Real Estate & Construction,Construction/Infrastructure,Utilities/Water,"AI-driven ""smart desalination"" plant in Florida; won Global Water Awards 2026 best AI project",CLAIMED,award-winning,I,https://industriambiente.com/noticias/20260521/acciona-gana-premio-al-mejor-proyecto-ia-ano-una-desaladora-inteligente-en-florida,2026
Acciona Energía,ES,Energy & Utilities,Energy (Renewables),Utilities/Operations,"AI, robotics & data analytics at its renewable-energy monitoring center (Pamplona) for operating wind/solar assets | CLAIMED",none,I,,https://www.elespanol.com/invertia/disruptores/grandes-actores/corporaciones/20240104/entramos-gigantesco-cerebro-tecnologico-energia-limpia-acciona-pamplona/822167905_0.html,missing
BBVA,ES,Financial Services,Financial Services,Employee Productivity,"ChatGPT Enterprise rolled out to 120,000+ employees (scaled from 11,000 pilot); strategic OpenAI alliance",CONFIRMED,"120,000+ employees",I,https://www.bbva.com/es/innovacion/bbva-y-openai-sellan-una-alianza-estrategica-para-redefinir-la-banca-con-inteligencia-artificial/,missing
Bankinter,ES,Financial Services,Financial Services,Employee Productivity,"""IA First"" strategy: Microsoft 365 Copilot deployed to entire workforce; GitHub Copilot for 800+ developers; Dynamics 365 Sales",CONFIRMED,whole workforce; 800+ devs,I,https://www.bankinter.com/blog/noticias-bankinter/bankinter-acuerdo-ia-microsoft,missing
CaixaBank,ES,Financial Services,Financial Services,Employee Productivity/Customer,Group-wide generative AI deployment (phase 2); AI applied across customer conversations & digital contracting,CONFIRMED,group-wide,I,https://www.caixabank.com/es/actualidad/noticias/caixabank-inicia-una-segunda-fase-para-desplegar-la-ia-generativa-para-todo-el-grupo,missing
Cellnex Telecom,ES,Telecom,Telecommunications,Network Operations,3-month AIOps pilot with Cisco to automate telecom network service operations,CLAIMED,pilot only,S,https://news-blogs.cisco.com/emea/es/2025/12/10/cisco-y-cellnex-anuncian-un-proyecto-piloto-de-ia-para-automatizar-la-infraestructura-de-telecomunicaciones/,2025
Inmobiliaria Colonial,ES,Real Estate & Construction,Real Estate,none,no confirmed deployment found (only general sector commentary on its blog) | SMOKE,none,S,,https://www.colonial-sfl.com/blog/la-inteligencia-artificial-transformando-sector-inmobiliario,missing
AENA,ES,Travel & Hospitality,Aviation,Operations/Safety,AI + 5G drones detecting runway foreign objects (FOD) at San Sebastián airport; real-time AI video analytics for ground handling,CONFIRMED,pilot at 1 airport,I,https://www.aena.es/es/prensa/aena-usa-drones-5g-e-inteligencia-artificial-para-detectar-la-presencia-de---objetos-en-pista-en-el-aeropuerto-de-san-sebastian.html,missing
Endesa,ES,Energy & Utilities,Energy,Utilities/Operations,"AI across all business lines: predictive maintenance, fraud detection, grid distribution, customer service voice assistants",CONFIRMED,6 business areas,I,https://www.endesa.com/es/prensa/sala-de-prensa/noticias/transicion-energetica/ia-cambio-eficiencia-seguridad-servicio,missing
Enagás,ES,Energy & Utilities,Energy (Gas),Utilities/Operations,"ML anomaly-detection & AI analytics (PLATIOM intelligent O&M platform) for gas-pipeline predictive maintenance, processing 500k+ daily sensor events",CLAIMED,500k+ sensor events/day,I,https://elperiodicodelaenergia.com/enagas-aplica-tecnicas-de-inteligencia-artificial-y-analitica-avanzada-en-la-gestion-de-sus-infraestructuras/,missing
Fluidra,ES,General Manufacturing,Manufacturing,none,"AI found is product/sell-side (Lynxight pool-safety computer vision, connected-pool IoT) — rejected as sell-vs-use trap; no confirmed internal deployment found | SMOKE",none,S,,https://www.fluidra.com/es/soluciones-comerciales/tecnologia-y-sostenibilidad/lynxight/,missing
Ferrovial,ES,Real Estate & Construction,Infrastructure,Operations/Employee,Generative-AI employee assistant + multimodal AI (with NTT DATA) for real-time video monitoring of highways/construction; AI agents to autonomously interact with infrastructure (2026) | CONFIRMED,none,I,,https://newsroom.ferrovial.com/es/nivel-2/inteligencia-artificial/,2026
Grifols,ES,Healthcare & Life Sciences,Pharmaceuticals,R&D/Drug Development,Google Cloud AI & LLMs deployed across drug-development phases; AI on plasma repository to predict Parkinson's up to 12 years early | CONFIRMED,none,P,,https://www.grifols.com/en/view-news/-/news/grifols-accelerates-healthcare-innovation-with-google-cloud-s-ai-and-analytics,missing
International Airlines Group,ES,Travel & Hospitality,Aviation,Operations/Maintenance,Internally-built AI Engine Optimization System for predictive maintenance; AI labs in London & Barcelona (150 jobs),CONFIRMED,150 AI-lab jobs,I,https://catalonia.com/w/iag-group-opens-an-artificial-intelligence-lab-in-barcelona-housing-150-jobs,missing
Iberdrola,ES,Energy & Utilities,Energy,Utilities/Operations,"450+ AI projects across smart grid, distribution, customer service and infrastructure management",CONFIRMED,450+ projects,I,https://www.iberdrola.com/sala-comunicacion/noticias/detalle/iberdrola-integra-inteligencia-artificia-talento-humano-mas-450-proyectos-impulsar-electrificacion,missing
Indra,ES,Technology,Information Technology,Employee Productivity,"Internal AI rollout: 5,500+ professionals using Microsoft 365 Copilot & AI agents (up from 3,000 in first year)",CONFIRMED,"5,500+ employees",I,https://www.indragroup.com/cms-content/2026/05/260506-NP-Indra-Group-Impacto-IA-VF.pdf,2026
Inditex,ES,Retail & E-commerce,Textile/Retail,Customer Experience,"""Zara Try-On"" AI-generated virtual fitting-room images (launched Dec 2025); AI-optimized supply chain | CONFIRMED",none,I,,https://www.inditex.com/itxcomweb/es/es/prensa/detalle-noticias/b870d5ec-6b7e-491d-b38e-340cd69036df/resultados-consolidados-ejercicio-2025,2025-12
Logista,ES,Logistics & Supply Chain,Logistics,Operations/Supply Chain,AI/ML + Big Data/Business Analytics integrated into Logista Pharma's technological-commercial platform; AI in its tech/software stack | CLAIMED,none,S,,https://www.logistapharma.com/es/home/services/technological-commercial-platform.html,missing
Mapfre,ES,Insurance,Insurance,Claims/Customer Service,120+ AI use cases; fully AI-driven claims resolution via WhatsApp (no human intervention); 6M Spanish clients touched by AI (~80% of base),CONFIRMED,120 use cases; 6M clients,I,https://www.mapfre.com/actualidad/innovacion/inteligencia-artificial-mapfre/,missing
Merlin Properties,ES,Real Estate & Construction,Real Estate,none,only a responsible-AI-use policy document found; no confirmed operational deployment (its AI angle is building data centers FOR AI demand — not using AI itself) | SMOKE,none,S,,https://ir.merlinproperties.com/wp-content/uploads/2026/01/MERLIN-Politica-de-Uso-Sistemas-Inteligencia-Artificial_DEC2025_ES.pdf,2026
ArcelorMittal,ES,Chemicals & Materials,Steel,Manufacturing/Operations,"Strategic AWS collaboration for AI-driven steelmaking: real-time process optimization, industrial automation, decarbonization | CONFIRMED",none,I,,https://corporate.arcelormittal.com/media/news/regulatory-news/arcelormittal-announces-strategic-collaboration-with-aws-to-drive-industrial-automation-and-lower-carbon-construction-globally,missing
Naturgy,ES,Energy & Utilities,Energy,Customer Service,130 AI use cases across business areas; Nedgia AI virtual agents in contact center (with IBM Consulting); generative-AI customer service,CONFIRMED,130 use cases,I,https://www.naturgy.com/notas-de-prensa/nedgia-transforma-su-atencion-al-cliente-con-una-solucion-pionera-de-agentes-virtuales-con-inteligencia-artificial-junto-a-ibm-consulting/,missing
Puig,ES,Retail & E-commerce,Clothes and Cosmetics,Customer/Marketing,AI perfume-recommendation agent (500k+ personalized suggestions/month); Airparfum digital fragrance platform,CLAIMED,500k suggestions/month,S,https://intuir.ai/use-cases/agente-recomendador-de-perfumes,missing
Redeia Corporación,ES,Energy & Utilities,Energy,Utilities/Operations,AI + IoT + data analytics for substation asset monitoring & remote management on the transport grid | CLAIMED,none,I,,https://elperiodicodelaenergia.com/redeia-desarrolla-proyecto-digitalizacion-subestaciones-traves-ia-iot-analitica-datos/,missing
Repsol,ES,Energy & Utilities,Oil and Gas,Operations/Employee,ARiA AI ecosystem + own multi-agent platform; 22 autonomous AI agents deployed across Digitization & Services Division (with Accenture),CONFIRMED,22 agents,I,https://www.repsol.com/es/sala-prensa/notas-prensa/2025/repsol-lanza-plataforma-multiagentes-ia-se-consolida-referente-mundial-sector-energetico/,2025
Laboratorios Rovi,ES,Healthcare & Life Sciences,Pharmaceuticals,R&D/Diagnostics,Acquired controlling stake in Cells IA Technologies (AI-assisted diagnostics startup); digital batch-execution manufacturing (Rockwell/Adasoft) | CLAIMED,none,S,,https://cincodias.elpais.com/companias/2025-03-05/rovi-toma-el-control-de-la-startup-cells-ia,2025
Banco Sabadell,ES,Financial Services,Financial Services,Operations/Banking,"Specialized AI agents deployed across banking domains; IBM partnership to embed AI into core banking systems; dedicated AI unit (Sabadell Digital, 1,000+ specialists) | CONFIRMED",none,I,,https://www.sabadelldigital.com/blog/como-usamos-los-agentes-de-ia-en-la-banca/,missing
Santander,ES,Financial Services,Financial Services,Employee Productivity,"""AI-first"" strategy: AI tools to 185,000 employees; fastest global ChatGPT Enterprise deployment (15,000 seats initially); OpenAI partnership",CONFIRMED,"185,000 employees; €200M+ impact",I,https://www.santander.com/es/stories/santander-avanza-en-su-estrategia-ai-first,missing
Sacyr,ES,Real Estate & Construction,Construction,Operations/Infrastructure,70+ generative-AI use cases identified; big-data/AI predictive pavement maintenance on Sacyr Concesiones highways,CONFIRMED,70+ use cases,I,https://www.cio.com/article/3613906/francisco-gonzalo-cio-de-sacyr-hemos-identificado-mas-de-70-casos-de-uso-de-ia-generativa.html,missing
Solaria,ES,Energy & Utilities,Solar Energy,none,"no confirmed internal AI deployment; its AI angle is developing data centers FOR AI demand (Puertollano 200MW), not using AI in operations | SMOKE",none,S,,https://www.elespanol.com/invertia/empresas/energia/20240903/,missing
Telefónica,ES,Telecom,Telecommunications,Network Operations,Generative AI for internal network optimization/disruption detection (with Nvidia & Tech Mahindra); GenAI across internal processes | CONFIRMED,none,I,,https://telefonica.com/es/sala-comunicacion/blog/,missing
Unicaja,ES,Financial Services,Financial Services,Customer/Employee,"Generative-AI ""conversational banking"" model (with NVIDIA & Deloitte), part of 2025-2027 Strategic Plan | CONFIRMED",none,I,,https://www.unicajabanco.com/es/sala-de-comunicacion/buscador-noticias/2026/03/avance-hacia-un-modelo-de-banco-conversacional--con-el-apoyo-de-,2025
Accor,FR,Travel & Hospitality,Consumer Services,Customer Support,"AI-based customer service platform on AWS Connect across luxury/lifestyle brands, 110+ countries (with Deloitte) | CONFIRMED",none,S,,https://www.deloitte.com/fr/fr/services/consulting-risk/case-studies/accor-transformer-le-service-client-secteur-hotelier.html,missing
Accor,FR,Travel & Hospitality,Consumer Services,Marketing,"AI for marketing content production, online campaign evaluation, guest personalization, CV screening in HR (rolled out across 5,800 hotels) | CONFIRMED",none,I,,https://www.lesechos.fr/thema/articles/accor-deploie-lia-a-tous-les-etages-2028970,missing
Air Liquide,FR,Chemicals & Materials,Basic Materials,Cross-functional,Group AI Charter + AI/GenAI adopted in operations to improve efficiency and develop innovative customer/patient solutions (own charter + annual report) | CONFIRMED,none,I,,https://www.airliquide.com/sites/airliquide.com/files/2026-05/charte-intelligence-artificielle-groupe.pdf,2026
Airbus,FR,Industrial / Machinery,Industrials,Field Service / Maintenance,Generative AI (RAG method) for aeronautical maintenance; trusted-AI work at ANITI Toulouse | CONFIRMED,none,I,,https://www.lesechos.fr/thema/articles/airbus-lia-generative-au-service-de-la-maintenance-aeronautique-2189609,missing
Airbus,FR,Industrial / Machinery,Industrials,Manufacturing / Ops,AI-based planning optimization for A330/A350 programs,CLAIMED,EUR 1.5M savings on A330/A350 planning,I,https://www.videns.ai/realisations/optimisation-de-la-planification-de-la330-et-a350-grace-a-lia,missing
Bouygues,FR,Industrial / Machinery,Industrials,Customer Support,"Bouygues Telecom generative+agentic AI conversational assistants in Salesforce CRM (pilots), Studio AI (Prisme.ai) platform, IA Factory Meudon",CONFIRMED,"pilots ""double efficiency"" (self-claimed)",S,https://www.lemagit.fr/etude/Bouygues-Telecom-injecte-lIA-generative-et-agentique-dans-sa-relation-client,missing
Bouygues,FR,Industrial / Machinery,Industrials,Cross-functional,Group-wide AI deployment across all business lines (2025 Integrated Report) | CONFIRMED,none,I,,https://www.bouygues.com/app/uploads/2023/03/Rapport-Integre-2025.pdf,2025
ArcelorMittal,FR,Chemicals & Materials,Basic Materials,Manufacturing / Ops,"Strategic collaboration with AWS to drive industrial automation across global steel operations via cloud, AI and edge tech (own regulatory news release) | CONFIRMED",none,S,,https://corporate.arcelormittal.com/media/news/regulatory-news/arcelormittal-announces-strategic-collaboration-with-aws-to-drive-industrial-automation-and-lower-carbon-construction-globally,missing
ArcelorMittal,FR,Chemicals & Materials,Basic Materials,Manufacturing / Ops,AI + big data at Differdange facility intervening at specific manufacturing stages to create economic/environmental value; group Digital Labs AI programme | CONFIRMED,none,I,,https://france.arcelormittal.com/innovation/digitals-labs/innover/intelligence-artificielle-et-donnees-massives/,missing
Axa,FR,Insurance,Insurance,Cross-functional,"""NADIA"" (New Data & AI Ambition) program — 400 data/AI use cases targeted, ~2,000 AI experts mobilized, full cloudification by 2026 (group announcement)",CONFIRMED,"400 use cases; 2,000 experts (self-claimed)",I,https://www.zdnet.fr/actualites/axa-annonce-400-cas-dusage-data-ia-et-la-cloudification-integrale-en-2026-408030.htm,2026
Axa,FR,Insurance,Insurance,Cross-functional,Internal generative AI platform (AXA Secure GPT) built on OpenAI tools for employee productivity/service (own disclosure) | CONFIRMED,none,S,,https://www.axa.com/fr/engagements/utilisation-responsable-de-l-intelligence-artificielle,missing
Axa,FR,Insurance,Insurance,Financial Services,Multi-year renewal of Shift Technology partnership for AI-based fraud detection / claims automation | CONFIRMED,none,S,,https://www.shift-technology.com/fr/resources/news/five-year-renewal-of-collaboration,missing
BNP Paribas,FR,Financial Services,Financial Services,Cross-functional,"Internal ""LLM as a Service"" platform enabling generative AI use cases across business functions (own press release, 2025) | CONFIRMED",none,S,,https://cdn-group.bnpparibas.com/uploads/file/20250605_CP_LLM%20as%20a%20service_1.pdf,2025
BNP Paribas,FR,Financial Services,Financial Services,Cross-functional,"Group-wide multi-year partnership with Mistral AI (renewed 3 yrs, all Mistral models) for AI applications (own press release, 2026) | CONFIRMED",none,S,,https://cdn-group.bnpparibas.com/uploads/file/20260526_CP_BNP%20Paribas%20x%20Mistral%20AI.pdf,2026
BNP Paribas,FR,Financial Services,Financial Services,Cross-functional,"AI at scale: targeting EUR 500M value by 2025 (later 800 use cases / EUR 750M by end-2026); 10,000 Copilot licenses, 6,000 devs using AI assistants",CONFIRMED,EUR 500M value by 2025; 800 use cases / EUR 750M by 2026 (self-claimed),I,https://www.cio-online.com/actualites/lire-dans-l-ia-bnp-paribas-cherche-a-passer-a-l-echelle-16575.html,2025
Bureau Veritas,FR,Legal & Professional Services,Professional Services,Professional Services,"Independent AI-assessment/EU-AI-Act audit offering powered by AWS ""AIRI"" multi-agent AI system (combines on-site audit, doc analysis, direct testing) (own newsroom release) | CONFIRMED",none,S,,https://group.bureauveritas.com/fr/newsroom/bureau-veritas-lance-une-offre-devaluation-independante-dia-pour-les-entreprises,missing
ArcelorMittal,FR,Chemicals & Materials,Basic Materials,Manufacturing / Quality,AI + big data in Digital Labs to prevent product defects (steel quality); AWS partnership to deploy AI/cloud across sites in 14 countries | CONFIRMED,none,S,,https://france.arcelormittal.com/innovation/digitals-labs/innover/intelligence-artificielle-et-donnees-massives/,missing
ArcelorMittal,FR,Chemicals & Materials,Basic Materials,Sales,AI-enabled sales workflows (ArcelorMittal Brazil) — margin impact (McKinsey case study),CLAIMED,$10.5M margin impact,I,https://www.mckinsey.com/capabilities/mckinsey-technology/overview/from-instinct-to-real-time-insight-transforming-steel-sales-with-ai,missing
Axa,FR,Insurance,Insurance,Governance / Cross-functional,"Responsible AI framework + industrialized GenAI governance at AXA France (tackling ""Shadow AI""), scaling AI across insurer | CONFIRMED",none,I,,https://www.axa.com/fr/engagements/utilisation-responsable-de-l-intelligence-artificielle,missing
BNP Paribas,FR,Financial Services,Financial Services,Cross-functional,"AI integrated across operations (since 2015); GenAI in latest tech stack — targets EUR 750M value creation by end-2026 via new revenue, efficiency gains, better risk control",CONFIRMED,EUR 750M value creation target by end-2026 (own disclosure),I,https://group.bnpparibas/actualite/chez-bnp-paribas-lintelligence-artificielle-entre-dans-une-nouvelle-ere,2015
Capgemini,FR,Technology,Technology,Product / Services,"""Perform AI"" services portfolio + GenAI offerings; AI cited as driver of Q1 2026 +11% growth and internal transformation; acquired WNS ($3.3B) for AI-based intelligent operations",CONFIRMED,AI credited for Q1 2026 revenue +11% growth,I,https://fr.investing.com/news/company-news/resultats-t1-2026-de-capgemini--croissance-de-11-portee-par-lia-93CH-3385538,2026
Crédit Agricole,FR,Financial Services,Financial Services,Cross-functional,"Accelerating AI transformation: EUR 500M committed over 2026-2028 (EUR 150M to a new AI entity), building data centers; DataLab earned LNE + LabelIA certifications for trusted AI",CONFIRMED,EUR 500M investment 2026-2028 (own disclosure),I,https://presse.credit-agricole.com/le-credit-agricole-accelere-sa-transformation-ia/?lang=fra,2026
Capgemini,FR,Technology,Technology,Cross-functional,Partnership with Mistral AI to accelerate scaled deployment of generative AI models for global clients (own press release) | CONFIRMED,none,S,,https://www.capgemini.com/fr-fr/actualites/communiques-de-presse/capgemini-sassocie-avec-mistral-ai-pour-accelerer-ladoption-de-la-nouvelle-generation-de-modeles-dia-generative/,missing
Capgemini,FR,Technology,Technology,Customer Support,"""Generative AI for Customer Experience"" offering deployed for enterprise clients (own services page) | CONFIRMED",none,S,,https://www.capgemini.com/fr-fr/services/data-intelligence-artificielle/ia-generative/,missing
Danone,FR,Retail & E-commerce,Consumer Defensive,Cross-functional,"Multi-year Microsoft partnership to integrate AI across all activities + ""Danone Microsoft AI Academy"" for workforce training; Singapore Digital Lab image-detection tool for nutritional deficiencies | CONFIRMED",none,I,,https://www.danone.com/fr/newsroom/communiques-de-presse/danone-accelere-le-deploiement-de-lintelligence-artificielle-ia-en-collaborant-avec-microsoft.html,missing
Carrefour,FR,Retail & E-commerce,Consumer Defensive,Customer Support,"Three OpenAI/ChatGPT-based solutions: ""Hopla"" shopping-advice chatbot on carrefour.fr, AI-generated product descriptions, and AI purchase assistance (own press release, 2023) | CONFIRMED",none,S,,https://www.carrefour.com/fr/news/2023/carrefour-integre-les-technologies-de-openai-et-lance-une-experience-de-courses-avec-la,2023
Carrefour,FR,Retail & E-commerce,Consumer Defensive,Manufacturing / Ops,Industrial partnership with Vusion for IoT + AI smart-shelf/electronic-label digitalization of entire French store network by 2030 | CLAIMED,none,I,,https://www.zdnet.fr/actualites/etiquettes-connectee-et-ia-comment-carrefour-veut-supprimer-les-taches-ingrates-en-rayon-490407.htm,missing
Crédit Agricole,FR,Financial Services,Financial Services,Cross-functional,"AI acceleration: dedicated internal ""Entreprise IA"" company to industrialize AI across the group, ~EUR 500M invested 2026-2028 (own press release)",CONFIRMED,EUR 500M over 3 yrs (self-claimed investment),I,https://presse.credit-agricole.com/le-credit-agricole-accelere-sa-transformation-ia/?lang=fra,2026
Crédit Agricole,FR,Financial Services,Financial Services,Cross-functional,Generative AI plan: 36 prioritized use cases across six business domains,CONFIRMED,36 use cases (self-claimed),I,https://www.lemagit.fr/etude/Le-Credit-Agricole-cultive-son-IA-Generative,missing
Danone,FR,Retail & E-commerce,Consumer Defensive,Cross-functional,"Multi-year Microsoft partnership to deploy AI across operations + ""Danone Microsoft AI Academy"" for employee upskilling; M365 Copilot at scale (own press release) | CONFIRMED",none,S,,https://www.danone.com/fr/newsroom/communiques-de-presse/danone-accelere-le-deploiement-de-lintelligence-artificielle-ia-en-collaborant-avec-microsoft.html,missing
