company,country,vertical,raw_sector,horizontal,use_case,existence,value_claimed,tier,source_url,date
SBI Life Insurance Company,IN,Financial Services,Financial Services,Insurance / Underwriting,"AI-powered underwriting (Datamatics TruAI, agentic AI) cutting processing to ~45 seconds/application; Sarvam AI WhatsApp assistant deployed to 3.5 lakh+ sales agents",CONFIRMED,~45 sec/application; 350k+ agents (self/vendor-claimed),I,https://www.business-standard.com/sbi-life-ai-underwriting,missing
Shriram Finance,IN,Financial Services,Financial Services,Financial Services / Lending,"AI underwriting & model-driven pricing, alternative credit assessment (cash flow/behaviour), delinquency prediction & precision collections; Shriram One super-app (Azure, 20M downloads); in-house Ziva 2.0 loan origination",CONFIRMED,20M app downloads (adoption),I,https://enterpriseit.co.in/shriram-finance-ziva-ai,missing
State Bank of India,IN,Financial Services,Financial Services,Customer Support,"SIA (SBI Intelligent Assistant) chatbot (built with Payjo) for automated customer service; claimed capacity ~10,000 queries/sec",CONFIRMED,"~10,000 queries/sec capacity (self-claimed)",I,https://www.klover.ai/sbi-sia-ai,missing
State Bank of India,IN,Financial Services,Financial Services,Financial Services / Fraud,ML-based real-time digital-payment fraud detection incl. IDPIC (Rs 20cr with Bank of Baroda),CONFIRMED,none audited,I,https://affairscloud.com/sbi-bob-idpic-fraud,missing
Sun Pharma,IN,Healthcare & Life Sciences,Healthcare,R&D / Drug Discovery,"AI in drug discovery — small-molecule design, clinical-trial analysis, regulatory filing to cut development cost/timelines (company announcement, no named platform)",CLAIMED,none quantified,P,https://www.moneycontrol.com/sun-pharma-glenmark-ai-drug-discovery,missing
Tata Consultancy Services,IN,Technology,Information Technology,Internal Ops / Workforce Allocation,AI-driven internal workforce/job-allocation system reportedly handling ~50% of internal assignments; ~160k AI-skilled employees; AI Experience Zone; 100k/yr retraining,CONFIRMED,~50% of job assignments AI-recommended; 160k AI-skilled (self-claimed),I,https://www.analyticsinsight.net/tcs-ai-workforce-allocation,missing
Tata Consultancy Services,IN,Technology,Information Technology,AI-native Product (sold),"""WisdomNext"" GenAI aggregation platform SOLD to clients to build/fine-tune custom LLMs; TCS.AI services portfolio",CONFIRMED,none quantified,P,https://www.tcs.com/what-we-do/ai/wisdomnext,missing
Tata Consumer Products,IN,Retail & E-commerce,Fast Moving Consumer Goods,Supply Chain & Forecasting,"AI/ML in tea procurement/blending (15+ yrs datasets), demand forecasting, supply chain optimisation, pricing intelligence & data-driven marketing (own annual report)",CONFIRMED,none quantified,I,https://www.tataconsumer.com/investors/annual-report,missing
Tata Motors Passenger Vehicles,IN,Automotive,Automobile and Auto Components,Manufacturing / Enterprise AI,"Enterprise AI engine: ~80 ML models in production, 350 AI pilots completed, 30-40% infrastructure cost reduction; AI in product dev, manufacturing defect reduction, demand prediction, customer support",CONFIRMED,"~80 models in prod, 350 pilots, 30-40% infra cost cut (self-claimed)",I,https://www.financialexpress.com/tata-motors-enterprise-ai-engine,missing
Tata Steel,IN,Mining & Materials,Metals & Mining,Manufacturing / Process Optimization,550+ AI models built over 5-6 yrs across value chain for output/quality; blast furnace real-time control & process optimisation; GenAI platforms (own disclosure via ET),CONFIRMED,550+ AI models in production (self-claimed),I,https://economictimes.indiatimes.com/tata-steel-550-ai-models,missing
Tech Mahindra,IN,Technology,Information Technology,AI-native Product (built/sold),"""Project Indus""/Indus 2.0 foundational Indic LLM (37+ Hindi dialects, NVIDIA NeMo, ""GenAI-in-a-box"" with Dell/Intel) — built as product; internal use limited to Makers Lab beta & employee upskilling",CONFIRMED,none quantified,P,https://www.techmahindra.com/project-indus,missing
Titan Company,IN,Retail & E-commerce,Consumer Durables,Retail / Inventory & Forecasting,AI inventory optimisation & demand forecasting (Onebeat partnership) across retail; AR/AI jewellery shopping experience (Tanishq); automated inspection in design (own tech page),CONFIRMED,none quantified,I,https://www.fortuneindia.com/titan-onebeat-ai-retail,missing
Trent,IN,Retail & E-commerce,Consumer Services,Retail / Design & Supply Chain,AI software suite boosting designer productivity ~8-10x (50 to 400-500 designs/week); AI+data analytics for store-location selection; AI-led supply chain/warehouse optimisation (Westside/Zudio),CONFIRMED,~8-10x designer output (self-claimed),I,https://www.businessoffashion.com/tata-westside-ai,missing
UltraTech Cement,IN,Chemicals & Materials,Construction Materials,Logistics / Manufacturing,AI-enabled smart dispatch systems & remote monitoring for logistics + emissions; IoT+AI mining optimisation (Sonebhadra); enterprise AI scaling (LBS case study),CLAIMED,none quantified,I,https://www.frinks.ai/smart-cement-plants-ultratech,missing
Wipro,IN,Technology,Information Technology,AI-native Product (sold),"""Lab45 AI Platform"" (pluggable GenAI, self-claimed up to 30% productivity gains) + ""ai360"" ecosystem ($1B/3yr) SOLD to clients; internal use limited to training all 250k employees on AI fundamentals",CONFIRMED,up to 30% productivity (product marketing),P,https://www.wipro.com/lab45-ai-platform,missing
ABB India,IN,Industrial / Machinery,Capital Goods,Manufacturing / Quality,"AI-enabled inspection, digital twins & collaborative robots in ABB's Bengaluru drives manufacturing (internal use); ABB Genix IIoT platform (AI) also sold to customers",CONFIRMED,none quantified,I,https://industrialautomationindia.in/abb-india-robotics-drives-bengaluru,missing
Adani Energy Solutions,IN,Energy & Utilities,Power,Energy / Quality,AI-ML powered Quality Check tool in smart metering business (award-recognised); limited further AI disclosure,CONFIRMED,none quantified,I,https://www.linkedin.com/adani-energy-solutions-ai-ml-quality-check,missing
Adani Green Energy,IN,Energy & Utilities,Power,Energy / Generation Forecasting,AI forecasting of renewables generation across sites incl. Khavda (Open Climate Fix); Adani-ENOC cloud/ML platform with drones for project monitoring & digital asset mapping; NASSCOM AI award,CONFIRMED,none quantified,I,https://www.adanigreenenergy.com/delivering-excellence,missing
Adani Power,IN,Energy & Utilities,Power,Energy / Predictive Maintenance,ASSET360 cloud AI/ML predictive analytics for real-time asset-health monitoring across 23 thermal units (Black & Veatch/Atonix); AVEVA PI System; AI thermal-imaging fault flagging,CONFIRMED,23 thermal units (scale),I,https://www.bv.com/adani-power-asset360-ai,missing
Ambuja Cements,IN,Chemicals & Materials,Construction Materials,Manufacturing / Process Optimization,"AI models for clinker production optimisation, video-based analytics, GenAI for customer engagement, logistics streamlining (GPS/RFID fleet tracking) — own integrated report FY24-25",CONFIRMED,none quantified,I,https://www.techcircle.in/ambuja-cements-fy25-digital-ai,missing
Bajaj Holdings,IN,Financial Services,Financial Services,—,no confirmed deployment found (pure investment holding company; AI activity belongs to operating subsidiaries Bajaj Finance/Finserv),CLAIMED,,,https://html.duckduckgo.com/html/?q=Bajaj+Holdings+Investment+AI,missing
Bank of Baroda,IN,Financial Services,Financial Services,Customer Support,"""Aditi"" GenAI virtual relationship manager & ""ADI"" customer chatbot for banking queries; ""GyanSahay.AI"" GenAI internal employee knowledge platform",CONFIRMED,none quantified,I,https://www.expresscomputer.in/bank-of-baroda-aditi-genai,missing
Bharat Petroleum,IN,Energy & Utilities,"Oil, Gas & Consumable Fuels",Supply Chain & Operations,"""IRIS"" AI/ML digital nerve centre integrating 18,000+ retail outlets, 75 installations (Accenture); UptimeAI predictive maintenance in refineries; Yellow.ai virtual assistants (self-claimed $10M sales driven)",CONFIRMED,$10M sales via VAs (vendor-claimed),I,https://newsroom.accenture.com/bpcl-iris-ai,missing
Britannia Industries,IN,Retail & E-commerce,Fast Moving Consumer Goods,Supply Chain & Forecasting,"AI/data analytics for demand forecasting & supply chain decisioning across 4,050 SKUs/7,300 distributors/5M outlets; BHub app for real-time stock data (65-70% autonomous ops claim from weak source)",CLAIMED,65-70% of supply-chain ops autonomous (unverified source),I,https://analyticsindiamag.com/britannia-supply-chain-ai,missing
Bosch,IN,Automotive,Automobile and Auto Components,Manufacturing,"Increasing AI deployment in manufacturing operations for productivity/efficiency; India positioned as global AI development hub for smart mobility & industrial automation (own statements — generic, no named deployment)",CLAIMED,none quantified,I,https://www.bosch.in/news/india-ai-hub,missing
Canara Bank,IN,Financial Services,Financial Services,Financial Services / Fraud,"MuleHunter AI (RBI/RBIH-backed) for detecting mule accounts, self-claimed ~95% accuracy at Canara; real-time AI transaction fraud monitoring; AI personalisation on ai1 super-app",CONFIRMED,~95% accuracy (self/RBIH-claimed),I,https://the420.in/canara-bank-mulehunter-ai,missing
Cholamandalam,IN,Financial Services,Financial Services,Financial Services / Lending,GenAI across lending operations (Nucleus Software) automating credit workflows & onboarding; AI-led collections interventions expanding to sales & credit,CONFIRMED,none quantified,I,https://www.nucleussoftware.com/cholamandalam-genai-lending,missing
Cummins India,IN,Industrial / Machinery,Capital Goods,Manufacturing / Engineering,AI/ML for operational excellence & smart manufacturing (IoT); deep learning + reduced-order models to predict engine performance & emissions; Global Competency Center building AI/ML/RPA,CONFIRMED,none quantified,I,https://www.expresscomputer.in/cummins-india-ai-ml,missing
Divi's Laboratories,IN,Healthcare & Life Sciences,Healthcare,IT Infrastructure,Only AI-driven network automation (Juniper Networks) across manufacturing sites; no disclosed AI in process chemistry/QC/pharma manufacturing itself,CLAIMED,none quantified,I,https://www.biospectrumindia.com/divis-labs-juniper-ai-network,missing
DLF,IN,Real Estate & Construction,Realty,Facilities / Smart Buildings,"AI in workplace/facilities management & smart building solutions (DLF offices); AI/ML for property valuation, chatbots & automated marketing (own blog — generic, no named production system)",CLAIMED,none quantified,I,https://www.dlf.in/offices/blog/smart-workspaces,missing
DMart,IN,Retail & E-commerce,Consumer Services,—,"no strong confirmed deployment (DMart Labs innovation hub targets supply-chain/ops AI; specifics are research-paper/SEO grade, no company-named production system)",CLAIMED,none quantified,I,https://www.linkedin.com/dmart-labs,missing
GAIL,IN,Energy & Utilities,"Oil, Gas & Consumable Fuels",Energy / Pipeline Integrity,"AI/ML in pipeline integrity management, corrosion protection & predictive maintenance scheduling; Rs 600 crore AI investment across gas operations",CONFIRMED,Rs 600cr investment (input),I,https://smartutilities.in/gail-ai-pipeline-integrity,missing
Godrej Consumer Products,IN,Retail & E-commerce,Fast Moving Consumer Goods,Supply Chain & Forecasting,"Godrej AI Lab: AI demand forecasting >75% accuracy (India & Indonesia); AI distributor replenishment & shelf-image recognition across 1M outlets/600k villages; ""Amethyst"" enterprise AI engine (agentic orchestration)",CONFIRMED,>75% forecast accuracy (self-claimed),I,https://www.expresscomputer.in/godrej-ai-lab-2025,2025
Hindustan Aeronautics,IN,Industrial / Machinery,Capital Goods,Defence / Manufacturing & Products,AI-based Snag Disposition System for automated fault detection (Tejas Bangalore unit); AI in CATS Warrior UAV teaming/autonomy; Industry 4.0 AI process controls in manufacturing revamp,CONFIRMED,none quantified,I,https://www.indiandefensenews.in/hal-tejas-ai-snag-disposition,missing
Hindustan Zinc,IN,Mining & Materials,Metals & Mining,Manufacturing / Process Optimization,"AI Switchyard & Rectifier Hotspot Monitoring System at Debari smelter (Ripik.AI, self-claimed 20% loss reduction); AI across mining/smelting targeting Rs 2,000cr value",CONFIRMED,"20% loss reduction at Debari; Rs2,000cr value target (self-claimed)",I,https://udaipurtimes.com/hindustan-zinc-ripik-ai-smelter,missing
Hyundai Motor India,IN,Automotive,Automobile and Auto Components,Manufacturing / Quality,"AI-empowered robots, robot-assisted quality inspection & end-of-line AI testing at smart factory (mixed-model line); AI weld inspection; connected-car predictive maintenance",CONFIRMED,none quantified,I,https://www.autocarpro.in/hyundai-india-factory-of-future-ai,missing
Indian Hotels Company,IN,Travel & Hospitality,Consumer Services,Hospitality / Guest Experience,"AI-powered chatbots for bookings, AI-driven personalized room allocation (guest-history analysis), smart room systems (Taj/IHCL — mostly industry/LinkedIn sourcing)",CLAIMED,none quantified,I,https://economictimes.indiatimes.com/hotel-chains-ai-services,missing
Indian Oil Corporation,IN,Energy & Utilities,"Oil, Gas & Consumable Fuels",Energy / Predictive Maintenance,"Algo8 ""iSPACE"" AI/deep-learning predictive maintenance across refinery ops; AI-based digital twin for IndMax FCCU technology; data-driven optimisation of crude purchase & refinery ops",CONFIRMED,none quantified,I,https://www.indianchemicalnews.com/iocl-algo8-ai-digital-twin,missing
IRFC,IN,Financial Services,Financial Services,—,"no confirmed deployment found (dedicated railway financing arm; digitalisation only, no named AI; railway AI belongs to Indian Railways not IRFC)",CLAIMED,,,https://html.duckduckgo.com/html/?q=IRFC+artificial+intelligence,missing
Jindal Steel,IN,Mining & Materials,Metals & Mining,Manufacturing / Process Optimization,ML analytics production model for blast furnace productivity; AI models analysing furnace sensor data to optimise temperature control & material inputs (IndiaAI portal); Steel 4.0 asset mgmt & logistics,CONFIRMED,none quantified,I,https://aikosh.indiaai.gov.in/jindal-steel-blast-furnace-ai,missing
LTM,IN,Technology,Information Technology,AI-native Product (sold),"""BlueVerse"" agentic AI ecosystem & marketplace (300+ industry/function agents) SOLD to clients; no disclosed internal-use deployment for own operations",CONFIRMED,300+ agents in marketplace (product scale),P,https://www.ltm.com/services/blueverse,missing
Mazagon Dock Shipbuilders,IN,Industrial / Machinery,Capital Goods,Engineering / Design,Simulation-driven design & validation (Altair) for structural/shock/hydrodynamic analysis; IIT Bombay MoU for AI predictive maintenance & QC in shipbuilding (largely directional); AI submarine plans,CLAIMED,none quantified,I,https://indianmasterminds.com/mazagon-dock-iit-bombay-ai-mou,missing
Muthoot Finance,IN,Financial Services,Financial Services,Customer Support,"""Mattu & Mittu"" AI chatbots/virtual assistants (Senseforth.ai; English & Hindi; web/app/WhatsApp) for gold-loan queries, applications, financial advice; AI-driven credit scoring",CONFIRMED,none quantified,I,https://www.expresscomputer.in/muthoot-finance-ai-chatbot,missing
Pidilite Industries,IN,Chemicals & Materials,Chemicals,Cross-functional,"AI chatbots for customer service, AI fraud detection in audit controls, real-time stock monitoring to optimise procurement & production planning; lead-mgmt for project sales (tech spend ~Rs 100cr)",CONFIRMED,none quantified,I,https://www.techcircle.in/pidilite-manufacturing-ai-automation,missing
Power Finance Corporation,IN,Financial Services,Financial Services,—,"no confirmed AI deployment found (power-sector financing NBFC; workflow/document digitalisation only, no named AI/ML system)",CLAIMED,,,https://apacnewsnetwork.com/pfc-technology-project-appraisal,missing
Punjab National Bank,IN,Financial Services,Financial Services,Customer Support,"""PIHU"" AI-powered banking assistant (web/internet banking); AI-led analytics & real-time fraud detection (Rs 3,400cr IT/AI investment)",CONFIRMED,"Rs3,400cr investment (input)",I,https://www.the420.in/pnb-3400-crore-ai-fraud,missing
REC,IN,Financial Services,Financial Services,—,no confirmed deployment found (power-sector financing NBFC; promotes/finances AI-energy convergence but no internal AI use disclosed),CLAIMED,,,https://html.duckduckgo.com/html/?q=REC+Limited+artificial+intelligence,missing
Samvardhana Motherson,IN,Automotive,Automobile and Auto Components,Manufacturing / Strategic,"AI/ML, smart manufacturing & digital engineering named as strategic growth areas (Motherson Technology arm); no specific named production deployment disclosed",CLAIMED,none quantified,I,https://www.mothersontechnology.com/annual-report-2024-2025,2024
Shree Cement,IN,Chemicals & Materials,Construction Materials,Manufacturing / Process Optimization,"AI/ML for kiln thermodynamics, raw-mix control, mill predictive maintenance; AI+IoT for manufacturing optimisation (exec/company statements)",CONFIRMED,none quantified,I,https://www.expresscomputer.in/shree-cement-intelligent-manufacturing-ai,missing
Siemens,IN,Industrial / Machinery,Capital Goods,Manufacturing / Internal Ops,"Siemens India runs 25 factories leveraging AI + digital twins; 10,000+ SW/AI experts developing the industrial AI operating system (NVIDIA partnership) — internal use; also sells Industrial Copilot & AI agents as products",CONFIRMED,none quantified (product claims up to 50% productivity),I,https://www.analyticsindiamag.com/siemens-india-advanced-manufacturing-ai,missing
Siemens Energy,IN,Industrial / Machinery,Capital Goods,Energy / Grid Operations,"AI-driven solutions across energy operations, grid technologies & industrial systems (TCS partnership; supports HyperVault AI data-centre infra); grid stability for renewables",CONFIRMED,none quantified,I,https://www.worldoil.com/siemens-energy-tcs-ai-energy,missing
Solar Industries,IN,Chemicals & Materials,Chemicals,Manufacturing / Defence,"AI-driven automation & robotics in new Nagpur/MIHAN plants (Industry 5.0); investment in AI-enabled drones/loitering munitions (Nagastra/Vijayastra) — largely announced/forward-looking, no named live AI system",CLAIMED,"Rs12,800cr plant, $1.3b drone plan (investment)",I,https://www.techinasia.com/solar-industries-ai-drones,missing
Tata Capital,IN,Financial Services,Financial Services,Customer Support,"""TIA"" multilingual AI chatbot (NLP voice+chat, 98% digital onboarding); AI credit scoring/lending decisions reportedly reducing credit costs; GenAI embedded in lending value chain (Microsoft)",CONFIRMED,"reduced credit cost (directional, self-claimed)",I,https://www.livemint.com/tata-capital-ai-credit-cost,missing
Tata Motors,IN,Automotive,Automobile and Auto Components,Telematics / Fleet Management,"""Fleet Edge"" connected platform (500k+ vehicles): AI predictive analytics, vehicle health monitoring, fault detection, trip/fuel optimisation; 12PB connected-vehicle data powering AI fleet services (commercial vehicles)",CONFIRMED,"500k vehicles connected, 12PB data (scale)",I,https://www.telematicswire.net/tata-motors-fleet-edge-500k,missing
Tata Power,IN,Energy & Utilities,Power,Energy / Grid & Renewables,"AI-powered solar panel inspection (Amazon SageMaker); ""Genie"" AI agent for renewable forecasting & grid management; predictive maintenance & smart grid (AWS/Databricks platforms)",CONFIRMED,none quantified,I,https://aws.amazon.com/blogs/machine-learning/tata-power-solar-inspection,missing
TVS Motor Company,IN,Automotive,Automobile and Auto Components,Manufacturing / Connected Vehicles,"AI-led smart manufacturing at Hosur (Industry 4.0, sustainability), connected-vehicle intelligence, predictive maintenance & riding analytics; GenAI across product dev/supply chain/customer service",CONFIRMED,none quantified,I,https://auto.economictimes.indiatimes.com/tvs-motor-ai-manufacturing,missing
Union Bank of India,IN,Financial Services,Financial Services,Customer Support,"""UVA"" AI voice assistant (NLP, multilingual, on Amazon Alexa); Floatbot card-blocking chatbot; Accenture-built AI/ML models for fraud detection & business forecasting",CONFIRMED,none quantified,I,https://www.floatbot.ai/case-study/union-bank-of-india,missing
United Spirits,IN,Retail & E-commerce,Fast Moving Consumer Goods,Supply Chain & Forecasting,"AI demand forecasting & supply chain optimisation referenced for Diageo India (advanced planning tools); sources largely consultant/GitHub/global, no strong India-specific named deployment",CLAIMED,none quantified,I,https://www.logisticsmgmt.com/diageo-digital-supply-chain,missing
Varun Beverages,IN,Retail & E-commerce,Fast Moving Consumer Goods,Customer Support / Distribution,"AI-powered WhatsApp dealer-support automation (Haptik.ai); cloud/AI platforms (SAP, Google) for supply-chain & distribution efficiency (annual report)",CONFIRMED,none quantified,I,https://www.haptik.ai/case-study/varun-beverages,missing
Vedanta,IN,Mining & Materials,Metals & Mining,Manufacturing / Process Optimization,"Digital Smelter with predictive/prescriptive analytics, AI Potline chatbot for plant data, ML predictive maintenance (Infinite Uptime) at BALCO/aluminium; ""V-Spark"" programme targeting $300-400M AI value",CONFIRMED,$300-400M value target (self-claimed),I,https://www.infotechlead.com/vedanta-v-spark-ai,missing
A2A,IT,Energy & Utilities,Utilities,Manufacturing/Waste Ops,Computer-vision + robotics for automated plastic waste sorting (Greyparrot),CONFIRMED,efficiency/safety improvement (qual),P,https://www.economyup.it/innovazione/patrick-oungre-a2a-cosi-usiamo-lintelligenza-artificiale-per-innovazione-e-sostenibilita/,missing
A2A,IT,Energy & Utilities,Utilities,Manufacturing/Waste Ops,AI+robotics automated e-waste (RAEE) disassembly at Bollate facility,CONFIRMED,65% reduction processing time; 100% productivity,P,https://www.economyup.it/innovazione/patrick-oungre-a2a-cosi-usiamo-lintelligenza-artificiale-per-innovazione-e-sostenibilita/,missing
A2A,IT,Energy & Utilities,Utilities,Utilities/Grid,Predictive modeling for Milan electrical grid optimization (geo/topological/meteo/load data),CONFIRMED,NONE,P,https://www.economyup.it/innovazione/patrick-oungre-a2a-cosi-usiamo-lintelligenza-artificiale-per-innovazione-e-sostenibilita/,missing
A2A,IT,Energy & Utilities,Utilities,Internal Ops/Procurement,"""One+One"" intelligent agents for procurement workflow automation",CONFIRMED,NONE,P,https://www.economyup.it/innovazione/patrick-oungre-a2a-cosi-usiamo-lintelligenza-artificiale-per-innovazione-e-sostenibilita/,missing
Amplifon,IT,Healthcare & Life Sciences,Health Care,Product (Consumer Device),AI/ML in Amplifon-branded hearing aids (real-time adaptive sound personalization; Ampli-Mini),CONFIRMED,conversation clarity in noise (qual),P,https://www.amplifon.com/it/apparecchi-acustici/tecnologia-innovazione/apparecchi-acustici-con-intelligenza-artificiale,missing
Avio,IT,Aerospace & Defence,Aerospace,Aerospace/Predictive Maintenance,AI-based predictive maintenance using Vega launch telemetry data,CLAIMED,NONE,I,https://www.asi.it/2026/05/lazienda-italiana-avio-debutta-come-operatore-del-vega-c-con-il-lancio-del-satellite-smile/,2026
Azimut,IT,Financial Services,Financial Services,Financial Services/Wealth Advisory,"AI-powered financial advisory (""Goal Based Plan""; Wealthype partnership) analyzing client data to augment advisors",CONFIRMED,NONE,P,https://azimut.it/blog/articolo/benessere-finanziario-intelligenza-artificiale,missing
Banca Mediolanum,IT,Financial Services,Financial Services,Financial Services/Wealth Advisory,Generative AI + robo-advisors to accelerate financial advisor productivity,CLAIMED,NONE,P,https://www.fondiesicav.it/banca-mediolanum-lai-e-un-acceleratore-del-consulente-non-un-sostituto/,missing
Banca Monte dei Paschi di Siena,IT,Financial Services,Banks,Customer Support/Digital Banking,"""DiAloga"" conversational generative-AI home banking (via subsidiary Widiba) for queries + transactions",CONFIRMED,"""first conversational home banking in Italy"" (self-claim)",P,https://www.bancaforte.it/articolo/widiba-lancia-dialoga-e-porta-l-ai-generativa-nell-home-banking,missing
Banco BPM,IT,Financial Services,Banks,Customer Support,"AI virtual assistant deployed across home banking + mobile app (""filiale digitale"")",CONFIRMED,NONE,P,https://gruppo.bancobpm.it/intelligenza-artificiale/,missing
Banco BPM,IT,Financial Services,Banks,Financial Services/Finance Ops,"""Predictive Closing"" ML system forecasting accounting indicators",CLAIMED,error margin below 1% (self-claim),I,https://live.bancaforte.it/it/live/la-rivoluzione-predittiva-di-banco-bpm,missing
Banco BPM,IT,Financial Services,Banks,Customer Support/Data Enrichment,"""AI Enrichment"" transaction categorization/clarity (Snowdrop partnership)",CLAIMED,NONE,I,https://www.arenadigitale.it/2025/07/08/banco-bpm-porta-lia-nei-movimenti-bancari-grazie-a-snowdrop/,2025
BPER Banca,IT,Financial Services,Banks,Customer Support,"""Dotti"" virtual assistant 24/7 (Facebook Messenger) for customer support",CONFIRMED,NONE,P,https://www.bper.it,missing
BPER Banca,IT,Financial Services,Banks,Financial Services/GenAI Platform,Strategic GenAI partnership with Domyn to embed generative AI in digital ecosystem,CONFIRMED,NONE,P,https://group.bper.it,missing
BPER Banca,IT,Financial Services,Banks,Internal Ops/Doc Routing,Google Cloud Vertex AI for automatic information routing + process automation (Google Cloud AI Groundbreaker Award),CLAIMED,NONE,I,https://www.bluerating.com,missing
BPER Banca,IT,Financial Services,Banks,Financial Services/AML,AI supporting anti-money-laundering decisions + model interpretability,CONFIRMED,NONE,I,https://it.linkedin.com/company/bper-banca,missing
Brunello Cucinelli,IT,Retail & E-commerce,Consumer Products and Services,Retail/E-commerce,"""Callimacus"" AI e-commerce platform (Solomei AI hub) for personalized digital shopping",CONFIRMED,NONE,P,https://www.brunellocucinelli.com/it/thoughts/artificial-intelligence-by-our-side.html,missing
Buzzi,IT,Chemicals & Materials,Construction and Materials,Manufacturing/Asset Reliability,"UptimeAI system at Festus, Missouri cement plant for asset reliability + operational performance",CONFIRMED,NONE,P,https://cementoptimized.com/2025/09/10/buzzi-unicem-uptimeai-partner-on-ai-based-program/,2025
Campari,IT,Retail & E-commerce,"Food, Beverage and Tobacco",Marketing/Customer Experience,AI-driven recommendations + real-time journey orchestration (Microsoft Dynamics 365),CLAIMED,NONE,I,https://www.microsoft.com/en/customers/story/843532-campari-consumer-goods-dynamics-365,missing
Diasorin,IT,Healthcare & Life Sciences,Health Care,Health Care/Diagnostics,Algorithmic diagnostics + AI to assess disease severity/prognosis on its tests,CLAIMED,NONE,P,https://us.diasorin.com/it/azienda/innovazione,missing
Enel,IT,Energy & Utilities,Utilities,Utilities/Grid,ML-based predictive maintenance for grid digitalization (E-Distribuzione),CONFIRMED,analysis across ~450K secondary substations/cabins,P,https://corporate.enel.it/transizione-energetica/reti/digitalizzazione-reti,missing
Enel,IT,Energy & Utilities,Utilities,Utilities/Grid,AI smart-grid + renewable generation forecasting for energy management,CONFIRMED,NONE,P,https://www.enel.it/it-it/blog/storie/come-intelligenza-artificiale-sta-influenzando-il-mercato-energia,missing
Enel,IT,Energy & Utilities,Utilities,Financial Services/Trading,Big-data/AI for energy trading operations,CONFIRMED,NONE,I,https://www.enel.com/it/azienda/storie/articles/2024/03/intelligenza-artificiale-mercato-energia,2024
Eni,IT,Energy & Utilities,Energy,Energy/Exploration + Ops,"HPC7 supercomputer (861 PFlops/s) powering ML predictive maintenance, seismic data analysis, real-time plant optimization",CONFIRMED,"HPC7 >861 PFlops/s; HPC6+HPC7 >1 Exaflop/s; #6 TOP500, #2 Europe",P,https://www.eni.com/it-IT/azioni/tecnologie-transizione-energetica/supercalcolo-intelligenza-artificiale/supercomputer.html,missing
Ferrari,IT,Automotive,Automobiles and Parts,Marketing/Fan Engagement,Reimagined Scuderia Ferrari mobile app powered by IBM watsonx AI for personalized fan content,CONFIRMED,NONE,P,https://www.ferrari.com/en-EN/formula1/articles/scuderia-ferrari-hp-ibm-app-2025,2025
Ferrari,IT,Automotive,Automobiles and Parts,Customer Support/CX,Genesys partnership for AI customer experience optimization,CLAIMED,NONE,I,https://f1ingenerale.com/f1/news-f1/f1-ferrari-punta-sullintelligenza-artificiale-l-accordo-e-i-dettagli/,missing
Fincantieri,IT,Real Estate & Construction,Shipbuilding,Manufacturing/Design,"ML + generative AI models for naval design, data management, human-machine interaction (Smart Manufacturing System)",CONFIRMED,NONE,P,https://www.fincantieri.com/it/gruppo/innovazione/smart-manifacturing-system/ml---gen-ai,missing
Fincantieri,IT,Real Estate & Construction,Shipbuilding,Product (Intelligent Ship),"""Navis Sapiens"" self-learning intelligent ship (AI/ML/IoT/digital twins) via Ingegnum + Nextech",CONFIRMED,NONE,P,https://www.fincantieri.com/it/gruppo/innovazione,missing
FinecoBank,IT,Financial Services,Banks,Financial Services/Advisory,First two AI applications for advisor network (workflow enhancement; X-Net platform),CONFIRMED,NONE,P,https://images.fineco.it/pub/pdf/chi-siamo/comunicati-stampa/2025-07-08-CS_Fineco_AppAI.pdf,2025
Generali,IT,Insurance,Insurance,Insurance/Claims,RPA + AI + chatbots to transform claims processing,CONFIRMED,NONE,P,https://www.generali.com/it/info/discovering-generali/all/2022/Artificial-intelligence-and-the-insurance-industry,2022
Generali,IT,Insurance,Insurance,Insurance/Underwriting + Risk,"MIT collaboration (3 research teams): risk modeling, claims assessment, smart underwriting",CONFIRMED,"NONE (research, from Jan 2025)",P,https://www.intermediachannel.it/2025/01/27/generali-avvia-una-collaborazione,2025-01
Hera,IT,Energy & Utilities,Utilities,Manufacturing/Waste Ops,"AI systems on waste-collection vehicles (IBM collaboration) analyzing video to identify recyclables, map illegal dumping, measure container fill",CONFIRMED,~EUR 2M investment,P,https://www.gruppohera.it/gruppo/attivita-servizi/business-ambiente,missing
Intesa Sanpaolo,IT,Financial Services,Banks,"Financial Services/Multi (AML, credit, controls, dev)","~150 AI use cases in production spanning anti-money-laundering, credit, controls, software development",CONFIRMED,~150 production use cases; >EUR 10B tech/AI invested since 2022,P,https://group.intesasanpaolo.com/it/newsroom,2022
Intesa Sanpaolo,IT,Financial Services,Banks,R&D/Applied AI,Artificial Intelligence Lab at Innovation Center (applied AI research),CONFIRMED,NONE,P,https://www.intesasanpaoloinnovationcenter.com,missing
INWIT,IT,Telecom,Telecommunications,Utilities/Environmental Monitoring,AI-equipped smart towers (cameras + IoT gateways) detecting wildfire smoke plumes early (Castelporziano),CONFIRMED,6 smart cameras + 5 AI gateways deployed,P,https://www.inwit.it/it/tecnologie-soluzioni/tecnologie/,missing
