row_id,vendor,vendor_type,source_phrase,method
4281,IBM,platform,"n changes) for IBM's own ~270,000",regex
4282,IBM,platform,IBM Consulting Adv,regex
4283,IBM,platform,modernization [IBM watsonx / Gran,regex
4284,IBM,platform,iage/response [IBM watsonx.ai],regex
4285,IBM,platform,singles match [IBM watsonx],regex
4286,IBM,platform,IBM Granite — fami,regex
4287,IBM,platform,IBM 'Client Zero',regex
4288,IBM,platform,(used to boost IBM seller product,regex
4289,IBM,platform,IBM AIOps Insights,regex
4290,IBM,platform,IBM enterprise-wid,regex
4303,(in-house),inhouse,lyzer (EI-DA): proprietary big-data analytics,regex
4306,NVIDIA,platform,aboration with NVIDIA to accelerate,regex
4308,Google,model,"ud (Vertex AI, Gemini, Gemini Enterp",regex
4308,Google Cloud,cloud,"ters in 2026. [Google Cloud (Vertex AI, Ge",regex
4309,IBM,platform,phone calls. [IBM Watson (IBM Da,regex
4310,Cohere,model,tage members. [Cohere Health],regex
4313,Microsoft,platform,odels built on Microsoft Cloud for Heal,regex
4313,Microsoft Azure,cloud,r Healthcare / Azure to proactively,regex
4314,(in-house),inhouse,"alytics Suite: in-house suite of data, repo",regex
4315,Anthropic,model,itHub Copilot; Anthropic Claude Code],regex
4315,Microsoft,platform,cifying GitHub Copilot and Claude Cod,regex
4317,OpenAI,model,to customers. [OpenAI (GPT)],regex
4318,OpenAI,model,e onboarding. [OpenAI (GPT)],regex
4319,NVIDIA,platform,e operations. [NVIDIA Omniverse Ente,regex
4320,Google,model,[Google Cloud Vertex AI Vector Search],regex
4320,Google Cloud,cloud,ver products. [Google Cloud Vertex AI Vect,regex
4321,Google,model,earch built on Vertex AI that answers c,regex
4321,Google Cloud,cloud,duct catalog. [Google Cloud Vertex AI Sear,regex
4322,Accenture,integrator,olutions (with Accenture)],regex
4324,NVIDIA,platform,r (Ontology) + NVIDIA],regex
4324,Palantir,platform,ather) occur. [Palantir (Ontology) + N,regex
4326,NVIDIA,platform,igital twins. [NVIDIA (Omniverse / g,regex
4328,NVIDIA,platform,AI factory: an NVIDIA DGX SuperPOD (,regex
4329,NVIDIA,platform,vestment) plus NVIDIA BioNeMo open m,regex
4329,(in-house),inhouse,ess to Lilly's proprietary AI/ML drug-discover,regex
4330,OpenAI,model,aboration with OpenAI to use generat,regex
4335,Databricks,platform,") built on the Databricks Lakehouse, uni",regex
4337,Microsoft,platform,itHub (Actions/Copilot developer envi,regex
4339,Meta,model,AI assistant (Llama-powered conver,regex
4340,NVIDIA,platform,"eda / Lattice, Nvidia GPU infra)]",regex
4343,OpenAI,model,"e, Meta Llama, OpenAI GPT, Google Ge",regex
4343,Anthropic,model,"ltiple models (Anthropic Claude, Llama,",regex
4343,Google,model,"e, Llama, GPT, Gemini) for code gene",regex
4343,Meta,model,"hropic Claude, Llama, GPT, Gemini)",regex
4345,Meta,model,"Meta's apps. [Meta AI (SeamlessM4T,",regex
4346,Meta,model,"usiness Agent, Llama-powered)]",regex
4347,Meta,model,"(Imagine with Meta AI, AI stickers,",regex
4349,(in-house),inhouse,d Brighterion (in-house ML)],regex
4350,(in-house),inhouse,elligence Pro: proprietary generative-AI/recur,regex
4354,OpenAI,model,"rtners include OpenAI, Microsoft, St",regex
4354,Microsoft,platform,"nclude OpenAI, Microsoft, Stripe, Googl",regex
4355,Microsoft,platform,nal rollout of Microsoft 365 Copilot to,regex
4358,Amazon AWS,cloud,ion running on AWS AI/ML services,regex
4359,(in-house),inhouse,n Mastercard's in-house gen-AI capability t,regex
4361,OpenAI,model,"external LLMs (OpenAI ChatGPT, Anthr",regex
4361,Anthropic,model,"penAI ChatGPT, Anthropic Claude, Meta L",regex
4361,Meta,model,"c Claude, Meta Llama) for drafting,",regex
4361,(in-house),inhouse,GPTeal — proprietary internal self-servi,regex
4363,Anthropic,model,Bedrock using Anthropic's Claude [AWS,regex
4363,Amazon AWS,cloud,built with the AWS Generative AI,regex
4364,Amazon AWS,cloud,"ines, built on AWS with Amazon Sa",regex
4365,NVIDIA,platform,developed with NVIDIA [NVIDIA],regex
4368,Databricks,platform,products using Databricks AI/BI Genie an,regex
4369,Google,model,c AI platform (Gemini Enterprise) ac,regex
4369,Google Cloud,cloud,rtnership with Google Cloud to deploy an e,regex
4372,(in-house),inhouse,"ment [MetLife (in-house, composite platform",regex
4375,Microsoft,platform,tual vet chat [Microsoft Azure Form Rec,regex
4375,Microsoft Azure,cloud,hat [Microsoft Azure Form Recognize,regex
4376,Microsoft,platform,ise rollout of Microsoft 365 Copilot an,regex
4382,Microsoft,platform,s using GitHub Copilot for AI-assiste,regex
4383,OpenAI,model,ong FA teams. [OpenAI GPT-4],regex
4384,OpenAI,model,anley Debrief: OpenAI-powered meetin,regex
4385,OpenAI,model,s of reports. [OpenAI (ChatGPT/GPT-4,regex
4386,OpenAI,model,tool built on OpenAI GPT models tha,regex
4386,(in-house),inhouse,DevGen.AI: in-house AI tool built on Op,regex
4387,(in-house),inhouse,mmunications. [in-house machine learning],regex
4391,OpenAI,model,Copilot (Azure OpenAI / GPT)],regex
4391,Microsoft,platform,Microsoft 365 Copilot de,regex
4391,Microsoft Azure,cloud,t 365 Copilot (Azure OpenAI / GPT)],regex
4392,Microsoft,platform,eployed inside Microsoft's own Customer,regex
4393,OpenAI,model,itHub Copilot (OpenAI); Anthropic Cl,regex
4393,Anthropic,model,b Copilot plus Anthropic's Claude Code,regex
4393,Microsoft,platform,nally — GitHub Copilot plus Anthropic,regex
4394,OpenAI,model,Copilot (Azure OpenAI)],regex
4394,Microsoft,platform,Microsoft Security Copil,regex
4394,Microsoft Azure,cloud,urity Copilot (Azure OpenAI)],regex
4395,Microsoft,platform,ion system for Microsoft's Global Colle,regex
4395,SAP,platform,"hing, built on SAP + Dynamics 365",regex
4396,Microsoft,platform,pilot Studio. [Microsoft Copilot Studio,regex
4397,Microsoft,platform,Microsoft 365 Copilot fo,regex
4398,Microsoft,platform,eployed across Microsoft. [Microsoft Ag,regex
4399,OpenAI,model,ss) uses Azure OpenAI large language,regex
4399,Microsoft,platform,e generation. [Microsoft Azure OpenAI S,regex
4399,Microsoft Azure,cloud,business) uses Azure OpenAI large l,regex
4399,Databricks,platform,"Foundry, Azure Databricks, Azure Documen",regex
4399,Palantir,platform,"vice, Azure AI Foundry, Azure Databri",regex
4405,OpenAI,model,las plus Azure OpenAI and cloud-nati,regex
4405,Microsoft,platform,"MongoDB Atlas, Microsoft Azure OpenAI]",regex
4405,Microsoft Azure,cloud,oDB Atlas plus Azure OpenAI and clo,regex
4407,(in-house),inhouse,age database. [Internally developed (neural networks /,regex
4408,(in-house),inhouse,maintenance). [Internally developed (Apache Hadoop + GP,regex
4409,(in-house),inhouse,fety hazards. [Internally developed],regex
4410,(in-house),inhouse,evant events. [Internally developed],regex
4412,OpenAI,model,"Copilot, Azure OpenAI, Viva Engage)]",regex
4412,Microsoft,platform,Microsoft 365 Copilot en,regex
4412,Microsoft Azure,cloud,"t 365 Copilot, Azure OpenAI, Viva E",regex
4413,NVIDIA,platform,en platform on NVIDIA Omniverse/Open,regex
4414,OpenAI,model,art searches': ChatGPT-style summariz,regex
4416,OpenAI,model,Netflix app. [OpenAI (ChatGPT)],regex
4417,(in-house),inhouse,sonalization. [In-house (Netflix)],regex
4418,(in-house),inhouse,ming service. [In-house (Netflix)],regex
4419,(in-house),inhouse,"ity at scale. [In-house (Netflix), open-sou",regex
4420,(in-house),inhouse,n Netflix IP. [In-house (Netflix Ads Suite),regex
4421,(in-house),inhouse,older letter. [In-house / third-party AI lo,regex
4422,(in-house),inhouse,"ntent, etc.). [In-house (Netflix), open-sou",regex
4423,(in-house),inhouse,sonalization. [In-house (Netflix)],regex
4424,(in-house),inhouse,gen-AI roles. [In-house (Netflix INKubator),regex
4425,Oracle,platform,Oracle Health Clinica,regex
4426,Oracle,platform,agents across Oracle Fusion Cloud E,regex
4427,Oracle,platform,Document IO in Oracle Fusion Cloud E,regex
4428,Oracle,platform,Oracle Code Assist: A,regex
4429,Oracle,platform,Oracle Digital Assist,regex
4430,Meta,model,"Command, Meta Llama 3/4, and hoste",regex
4430,Cohere,model,"dation models (Cohere Command, Meta",regex
4431,Oracle,platform,: xAI selected Oracle to host and se,regex
4432,OpenAI,model,"Ms (OCI GenAI, OpenAI, Cohere)]",regex
4432,Cohere,model,"GenAI, OpenAI, Cohere)]",regex
4432,Oracle,platform,sers query the Oracle Autonomous Dat,regex
4433,Oracle,platform,Oracle AI Vector Sear,regex
4434,Oracle,platform,nerative AI in Oracle Fusion Cloud H,regex
4435,Oracle,platform,Oracle AI Agents for,regex
4436,Oracle,platform,ly detection. [Oracle NetSuite gener,regex
4437,Anthropic,model,agents' (using Anthropic Claude for dat,regex
4437,Palantir,platform,nderwriting on Palantir Foundry/AIP wi,regex
4438,Palantir,platform,ntegrated with Palantir AIP that analy,regex
4439,Palantir,platform,e Inventory). [Palantir (ImmigrationOS,regex
4440,Palantir,platform,Data Platform: Palantir Foundry/AIP-ba,regex
4441,Palantir,platform,ommand Center: Palantir Foundry-based,regex
4442,Palantir,platform,pital selected Palantir AIP as the cor,regex
4443,Palantir,platform,ning and MRP. [Palantir Warp Speed / A,regex
4444,Anthropic,model,Anthropic Claude models,regex
4444,Amazon AWS,cloud,alantir AIP on AWS (via Bedrock),regex
4444,Palantir,platform,ailable inside Palantir AIP on AWS (vi,regex
4445,Palantir,platform,xpanded use of Palantir software to ac,regex
4446,Palantir,platform,ealth selected Palantir AIP to automat,regex
4447,Anthropic,model,pt to rollout [Anthropic Claude 3.5 Son,regex
4447,Amazon AWS,cloud,ude 3 Haiku on AWS Bedrock + Sour,regex
4448,Anthropic,model,Used Anthropic Claude models,regex
4448,Google,model,n Google Cloud Vertex AI to accelerate,regex
4448,Google Cloud,cloud,aude models on Google Cloud Vertex AI to a,regex
4449,(in-house),inhouse,Precision AI - proprietary AI system embedded,regex
4450,(in-house),inhouse,Cortex XSIAM (proprietary)],regex
4451,Microsoft,platform,Strata Copilot - AI assistant,regex
4451,(in-house),inhouse,Precision AI (proprietary)],regex
4452,(in-house),inhouse,Alto Networks (proprietary inline ML)],regex
4453,(in-house),inhouse,Alto Networks (proprietary deep learning)],regex
4454,(in-house),inhouse,s Prisma AIRS (proprietary)],regex
4455,(in-house),inhouse,ortex AgentiX (proprietary)],regex
4456,Anthropic,model,e - integrates Anthropic Claude (Opus 4,regex
4457,(in-house),inhouse,ADEM / AIOps (proprietary)],regex
4458,Meta,model,uilt on NeMo / Llama 2 base)],regex
4458,NVIDIA,platform,LLM trained on NVIDIA's internal dat,regex
4459,NVIDIA,platform,"to over 30,000 NVIDIA engineers, emb",regex
4460,NVIDIA,platform,vernight job. [NVIDIA],regex
4461,NVIDIA,platform,NVIDIA is the first c,regex
4462,NVIDIA,platform,(RAG) to help NVIDIA's sales team q,regex
4463,NVIDIA,platform,edgeable about NVIDIA and its produc,regex
4464,NVIDIA,platform,NVIDIA's internal sup,regex
4464,SAP,platform,"g, integrating SAP IBP with the N",regex
4465,NVIDIA,platform,NVIDIA uses AI (with,regex
4466,OpenAI,model,LLMs (built on OpenAI's API in a wal,regex
4466,Microsoft Azure,cloud,"(multi-model, Azure OpenAI)]",regex
4469,Microsoft,platform,35+ countries [Microsoft Azure (IoT Ope,regex
4469,Microsoft Azure,cloud,Azure IoT Operations,regex
4474,Google,model,"ry, TensorFlow/Vertex AI) unifying firs",regex
4474,Google Cloud,cloud,Google Cloud data-and-AI pl,regex
4476,Salesforce,platform,Deploying Salesforce Agentforce AI,regex
4477,NVIDIA,platform,"Twin Composer, NVIDIA Omniverse]",regex
4478,Microsoft,platform,ide rollout of Microsoft 365 Copilot as,regex
4479,Amazon AWS,cloud,. [TAZI AI (on AWS)],regex
4481,Google,model,Google Cloud's Gemini Enterprise Age,regex
4481,Google Cloud,cloud,boration using Google Cloud's Gemini Enter,regex
4485,Microsoft,platform,dising teams. [Microsoft Azure Machine,regex
4485,Microsoft Azure,cloud,Azure Machine Learni,regex
4488,Microsoft,platform,live agents. [Microsoft Azure Bot Serv,regex
4488,Microsoft Azure,cloud,"ts. [Microsoft Azure Bot Service, B",regex
4494,OpenAI,model,Anthropic and OpenAI models],regex
4494,Anthropic,model,uned LLM using Anthropic and OpenAI mod,regex
4499,Amazon AWS,cloud,"ers running on AWS, including a b",regex
4500,Google,model,Google Vertex AI Search for Ret,regex
4500,Google Cloud,cloud,mit in Paris. [Google Cloud (Vertex AI Sea,regex
4503,Salesforce,platform,"mperity (CDP), Salesforce, Tableau, Teal",regex
4506,(in-house),inhouse,fleet. [Tesla in-house (FSD neural nets)],regex
4507,(in-house),inhouse,r time. [Tesla in-house (FSD / Robotaxi)],regex
4508,(in-house),inhouse,ployed. [Tesla in-house (Optimus)],regex
4510,(in-house),inhouse,folios. [Tesla in-house (Autobidder / Optic,regex
4513,(in-house),inhouse,tories. [Tesla in-house (Factory Vision Sys,regex
4514,(in-house),inhouse,emiums. [Tesla in-house (Safety Score)],regex
4515,NVIDIA,platform,"exas — ~50,000 Nvidia H100 GPUs live",regex
4516,NVIDIA,platform,tem (EAVS) and NVIDIA-powered slider,regex
4517,Google Cloud,cloud,developed with Google Cloud to predict rec,regex
4518,OpenAI,model,t (Microsoft / OpenAI)],regex
4518,Microsoft,platform,itHub Copilot (Microsoft / OpenAI)],regex
4521,NVIDIA,platform,-drive design: NVIDIA DGX systems ru,regex
4522,(in-house),inhouse,agement (SHM): proprietary AI algorithms embed,regex
4525,OpenAI,model,by Oct 2025. [OpenAI],regex
4526,Microsoft,platform,agent built on Microsoft Copilot Studio,regex
4530,NVIDIA,platform,d pilots using NVIDIA AI Aerial / ac,regex
4531,Anthropic,model,edrock hosting Anthropic's Claude found,regex
4531,Amazon AWS,cloud,"ersationally. [AWS Bedrock, Anthr",regex
4533,Google Cloud,cloud,ional AI using Google Cloud Contact Center,regex
4534,Salesforce,platform,Salesforce-built sales ap,regex
4535,Microsoft,platform,Broad Microsoft 365 Copilot ro,regex
4536,(in-house),inhouse,"e Companion, a proprietary GenAI-powered chatb",regex
4538,OpenAI,model,"rtnership with OpenAI, offering pers",regex
4539,Google,model,Mode) and the Gemini app. Target up,regex
4541,(in-house),inhouse,"Trend Brain, a proprietary GenAI-powered trend",regex
4546,Google,model,"n Google Cloud Vertex AI with Ray, enab",regex
4546,Google Cloud,cloud,dernization on Google Cloud Vertex AI with,regex
4547,Google Cloud,cloud,"Technologies, Google Cloud, and Qualcomm,",regex
4548,NVIDIA,platform,I Factory with NVIDIA (PowerEdge XE,regex
4549,NVIDIA,platform,I Factory with NVIDIA],regex
4550,NVIDIA,platform,I Factory with NVIDIA],regex
4551,NVIDIA,platform,I Factory with NVIDIA],regex
4556,OpenAI,model,icrosoft Azure OpenAI],regex
4556,Microsoft,platform,rm; LLMs incl. Microsoft Azure OpenAI],regex
4556,Microsoft Azure,cloud,ncl. Microsoft Azure OpenAI],regex
4557,OpenAI,model,icrosoft Azure OpenAI + Walmart prop,regex
4557,Microsoft,platform,11 countries. [Microsoft Azure OpenAI +,regex
4557,Microsoft Azure,cloud,es. [Microsoft Azure OpenAI + Walma,regex
4557,(in-house),inhouse,enAI + Walmart proprietary data],regex
4558,(in-house),inhouse,ilt on Walmart proprietary data (Element platf,regex
4560,OpenAI,model,"icrosoft Azure OpenAI, Google Cloud,",regex
4560,Microsoft,platform,"[Multi-cloud: Microsoft Azure OpenAI,",regex
4560,Microsoft Azure,cloud,"t/speed across Azure, Google Cloud",regex
4560,Google Cloud,cloud,"across Azure, Google Cloud and Walmart da",regex
4561,Microsoft,platform,"itHub Copilot (Microsoft), JetBrains, R",regex
4567,OpenAI,model,rtnership with OpenAI to enable cust,regex
4568,(in-house),inhouse,"rse, Walmart's in-house conversational AI p",regex
4573,Microsoft,platform,tHub Copilot / Microsoft Copilot / Azur,regex
4573,Microsoft Azure,cloud,soft Copilot / Azure AI) to write c,regex
4575,Microsoft,platform,"s. [Optum with Microsoft, Google, Servi",regex
4575,ServiceNow,platform,"osoft, Google, ServiceNow]",regex
4576,Google Cloud,cloud,Optum + Google Cloud collaboration,regex
4579,OpenAI,model,aboration with OpenAI to integrate G,regex
4580,OpenAI,model,change agents [OpenAI (ChatGPT Enter,regex
4584,NVIDIA,platform,aboration with NVIDIA to build auton,regex
4585,(in-house),inhouse,platform using proprietary data to forecast tr,regex
4590,(in-house),inhouse,ayments. [Visa in-house deep learning model,regex
4595,OpenAI,model,Commerce with OpenAI: platform embe,regex
4598,OpenAI,model,"development. [OpenAI (ChatGPT), Mic",regex
4598,Microsoft,platform,"on of ChatGPT, Microsoft Copilot and Gi",regex
4599,Microsoft,platform,gents built in Microsoft Copilot Studio,regex
4600,Anthropic,model,ent Commerce. [Anthropic (Claude Code s,regex
4600,Google,model,e skills and a Gemini CLI extension,regex
4601,Google,model,model-agnostic/Gemini Flash orchestr,regex
4601,Google Cloud,cloud,l AI. Built on Google Cloud Dialogflow wit,regex
4602,Google,model,"entspace, plus Gemini Deep Research",regex
4602,Google Cloud,cloud,"er expansion. [Google Cloud (Agentspace, G",regex
4607,NVIDIA,platform,structure with NVIDIA. [NVIDIA],regex
4608,Google,model,"d (Agentspace, Gemini)]",regex
4608,Google Cloud,cloud,"ntract types. [Google Cloud (Agentspace, G",regex
4609,Google,model,"ud (Vertex AI, Gemini, Agent Assist",regex
4609,Google Cloud,cloud,"2024 rollout. [Google Cloud (Vertex AI, Ge",regex
4611,Google Cloud,cloud,mplex issues. [Google Cloud (Customer Enga,regex
4613,Google,model,[Google Cloud (Gemini models)],regex
4613,Google Cloud,cloud,when needed. [Google Cloud (Gemini models,regex
4615,Anthropic,model,c management. [Anthropic Claude (fronti,regex
4617,Mistral AI,model,"M, L40S GPUs); Mistral 12B model]",regex
4617,NVIDIA,platform,rivate 5G with NVIDIA enterprise AI,regex
4619,Microsoft,platform,Rolled out Microsoft Copilot (in Ed,regex
4622,Microsoft,platform,leplays inside Microsoft Teams so manag,regex
4623,Microsoft,platform,generative-AI Copilot for response s,regex
4626,IBM,platform,artnering with IBM Research on th,regex
4630,Amazon AWS,cloud,data (built on AWS EC2 + PyTorch),regex
4632,Microsoft,platform,"AI Services' [Microsoft AI, Accenture]",regex
4632,Accenture,integrator,"[Microsoft AI, Accenture]",regex
4633,Google,model,"NVIDIA, Google DeepMind, Disney Resear",regex
4633,NVIDIA,platform,"hysics engine [NVIDIA, Google DeepMi",regex
4634,OpenAI,model,tools built on OpenAI APIs [OpenAI (,regex
4634,Microsoft,platform,g: ChatGPT and Microsoft Copilot rolled,regex
4637,OpenAI,model,characters to OpenAI's Sora video g,regex
4639,NVIDIA,platform,ment learning; NVIDIA AI Enterprise],regex
4640,NVIDIA,platform,cess. Built on NVIDIA NeMo/Nemotron,regex
4641,NVIDIA,platform,note-taking. [NVIDIA AI Enterprise;,regex
4642,(in-house),inhouse,RBC Assist — in-house-developed generativ,regex
4645,Cohere,model,"developed with Cohere, integrating R",regex
4645,(in-house),inhouse,s and Cohere's proprietary foundation models f,regex
4646,OpenAI,model,lot (Microsoft/OpenAI Codex)],regex
4646,Microsoft,platform,itHub Copilot (Microsoft/OpenAI Codex)],regex
4647,(in-house),inhouse,ATOM — proprietary financial foundatio,regex
4648,NVIDIA,platform,"th Red Hat and NVIDIA. [Red Hat, NVI",regex
4648,(in-house),inhouse,kind in Canada in-house AI infrastructure f,regex
4651,(in-house),inhouse,. [Layer 6 (TD in-house AI centre)],regex
4652,(in-house),inhouse,. [Layer 6 (TD in-house)],regex
4654,OpenAI,model,staff. [Azure OpenAI (Microsoft)],regex
4654,Microsoft,platform,[Azure OpenAI (Microsoft)],regex
4654,Microsoft Azure,cloud,search staff. [Azure OpenAI (Micros,regex
4654,(in-house),inhouse,"l Assistant, a proprietary GenAI chatbot that",regex
4655,(in-house),inhouse,. [Layer 6 (TD in-house)],regex
4657,Microsoft,platform,itHub Copilot (Microsoft)],regex
4660,Cohere,model,nvestment with Cohere to test its la,regex
4664,Microsoft,platform,24/7 support [Microsoft Dynamics 365 /,regex
4665,ServiceNow,platform,ServiceNow Now Assist gen,regex
4670,Microsoft,platform,t of AI-ready (Copilot+/AI PC) device,regex
4676,Amazon AWS,cloud,(presented at AWS re:Invent 2024,regex
4677,(in-house),inhouse,DQ-C self-developed on-device AI chip e,regex
4682,Google,model,lot and Google Gemini for voice quer,regex
4682,Microsoft,platform,nto LG AI TVs: Microsoft Copilot and Go,regex
4683,Microsoft,platform,Application of Microsoft Azure AI to LG,regex
4683,Microsoft Azure,cloud,n of Microsoft Azure AI to LG's aut,regex
4685,Anthropic,model,"e Claude Code (Anthropic), GitHub Copil",regex
4685,Microsoft,platform,"ropic), GitHub Copilot, and Cursor pl",regex
4687,OpenAI,model,flows built on OpenAI/Anthropic APIs,regex
4687,Anthropic,model,uilt on OpenAI/Anthropic APIs and LangC,regex
4690,Microsoft,platform,architecture [Microsoft (Copilot Studi,regex
4690,Palantir,platform,"365, Microsoft Foundry)]",regex
4691,Snowflake,platform,lyst approval [Snowflake (data cloud);,regex
4691,(in-house),inhouse,cloud); built in-house],regex
4694,Amazon AWS,cloud,z user guides [AWS],regex
4695,Anthropic,model,rtnership with Anthropic using Claude (,regex
4696,OpenAI,model,rtnership with OpenAI to build gener,regex
4697,Microsoft,platform,engineers and Microsoft 365 Copilot to,regex
4700,Amazon AWS,cloud,ure built with AWS to accelerate,regex
4702,OpenAI,model,d $500M in The OpenAI Deployment Com,regex
4706,Microsoft,platform,optimization. [Microsoft Azure Digital,regex
4706,Microsoft Azure,cloud,on. [Microsoft Azure Digital Twins,regex
4713,NVIDIA,platform,and design'). [NVIDIA],regex
4714,NVIDIA,platform,NVIDIA DGX SuperPOD s,regex
4715,OpenAI,model,deployment of OpenAI ChatGPT Enterp,regex
4716,Microsoft,platform,rly adopter of Microsoft 365 Copilot. [,regex
4719,Amazon AWS,cloud,Expanded AWS collaboration,regex
4723,OpenAI,model,icrosoft Azure OpenAI) to generate a,regex
4723,Microsoft,platform,with GPT (via Microsoft Azure OpenAI),regex
4723,Microsoft Azure,cloud,(via Microsoft Azure OpenAI) to gen,regex
4723,IBM,platform,ucts: combines IBM Watson (custom,regex
4724,(in-house),inhouse,Proprietary generative-AI paten,regex
4725,(in-house),inhouse,In-house AI agent that auton,regex
4733,(in-house),inhouse,20 languages. [In-house (machine learning +,regex
4734,OpenAI,model,ng. [statworx; OpenAI GPT-3.5 / Chat,regex
4734,Microsoft,platform,"re Logic Apps, Microsoft Dynamics 365,",regex
4734,Microsoft Azure,cloud,"Hugging Face, Azure ML, Azure Logi",regex
4736,Microsoft,platform,Microsoft Copilot deploy,regex
4737,(in-house),inhouse,d hackathons. [In-house (AI Competence Cent,regex
4738,(in-house),inhouse,ty knowledge. [In-house (AI Competence Cent,regex
4739,(in-house),inhouse,organization. [In-house],regex
4741,(in-house),inhouse,ent learning. [In-house],regex
4742,Accenture,integrator,nce Feb 2024. [Accenture],regex
4742,(in-house),inhouse,"evelopment AI: proprietary algorithms on 500,0",regex
4743,Accenture,integrator,development. [Accenture (VOYAGER platf,regex
4745,Google Cloud,cloud,ework built on Google Cloud ML and BigQuer,regex
4752,(in-house),inhouse,s device using proprietary AI/measurement tech,regex
4754,(in-house),inhouse,otion Metrics (proprietary AI/computer vision),regex
4756,(in-house),inhouse,y. [Weir NEXT (proprietary AI)],regex
4757,(in-house),inhouse,r. [Weir NEXT (proprietary AI)],regex
4763,OpenAI,model,"icrosoft Azure OpenAI Service, Azure",regex
4763,Microsoft,platform,ng. Built with Microsoft and integrator,regex
4763,Microsoft Azure,cloud,ce. [Microsoft Azure OpenAI Service,regex
4764,Microsoft,platform,sales teams. [Microsoft (Azure / agent,regex
4764,Microsoft Azure,cloud,s. [Microsoft (Azure / agentic AI)],regex
4765,Microsoft,platform,Use of Microsoft Discovery agen,regex
4765,Microsoft Azure,cloud,oft Discovery (Azure agentic AI)],regex
4769,Palantir,platform,s AI-driven Biofoundry platform to sc,regex
4771,(in-house),inhouse,a VOCALOID:AI (proprietary)],regex
4772,(in-house),inhouse,YOO). [Yamaha (proprietary)],regex
4773,(in-house),inhouse,maha Music:AI (proprietary)],regex
4775,(in-house),inhouse,ings. [Yamaha (proprietary DSP/AI)],regex
4779,(in-house),inhouse,iano. [Yamaha (proprietary)],regex
4780,OpenAI,model,"icrosoft Azure OpenAI Service, Azure",regex
4780,Microsoft,platform,"e chat, 24/7. [Microsoft Azure OpenAI S",regex
4780,Microsoft Azure,cloud,/7. [Microsoft Azure OpenAI Service,regex
4782,SAP,platform,ptimisation on SAP Business Techn,regex
4783,SAP,platform,"ess Solutions, SAP Business Techn",regex
4784,Microsoft,platform,Microsoft 365 Copilot ad,regex
4785,Microsoft,platform,"ity study with Microsoft, exploring Gen",regex
4785,Microsoft Azure,cloud,s. [Microsoft (Azure / generative A,regex
4786,SAP,platform,ion of AI into SAP Digital Manufa,regex
4790,(in-house),inhouse,"e Engineering (in-house), FZI Research Cent",regex
4793,Salesforce,platform,ies fragmented Salesforce CRM and data-l,regex
4793,Databricks,platform,er data on the Databricks Data Intellige,regex
4794,OpenAI,model,g/PR process. [OpenAI / ChatGPT (Gen,regex
4795,OpenAI,model,sion support. [OpenAI / ChatGPT],regex
4796,(in-house),inhouse,e Engineering (in-house)],regex
4807,Anthropic,model,"ck AgentCore), Anthropic]",regex
4807,Amazon AWS,cloud,nAI project at AWS Summit 2026. [,regex
4808,Amazon AWS,cloud,ent projects. [AWS (Amazon Bedroc,regex
4809,Amazon AWS,cloud,00% serverless AWS managed-servic,regex
4813,Microsoft,platform,Microsoft Copilot rolled,regex
4822,OpenAI,model,p in ChatGPT. [OpenAI / ChatGPT],regex
4826,Oracle,platform,nt embedded in Oracle OPERA Cloud PM,regex
4828,Amazon AWS,cloud,ing platform. [AWS (Amazon Bedroc,regex
4829,Snowflake,platform,tform built on Snowflake (with Hightouc,regex
4832,Deloitte,integrator,ts worldwide. [Deloitte (cloud AI)],regex
4856,Capgemini,integrator,nickel alloys [Capgemini Invent],regex
4857,Capgemini,integrator,mental impact [Capgemini],regex
4859,(in-house),inhouse,Lithosquare's proprietary geological/foundati,regex
4861,Capgemini,integrator,to customers [Capgemini Invent],regex
4866,(in-house),inhouse,"stem (IKMS), a self-developed machine-learning/AI",regex
4868,(in-house),inhouse,Self-developed automatic broth-mix,regex
4873,OpenAI,model,"s from Google, OpenAI and Anthropic]",regex
4873,Anthropic,model,"le, OpenAI and Anthropic]",regex
4873,(in-house),inhouse,the company's proprietary generative AI platf,regex
4880,OpenAI,model,"/ LLM answers (ChatGPT, etc.), built",regex
4882,(in-house),inhouse,~300 staff). [In-house (AI推進本部)],regex
4884,(in-house),inhouse,development. [In-house],regex
4886,(in-house),inhouse,In-house 'factory dashboard',regex
4892,(in-house),inhouse,iheiyo Cement (in-house neural network)],regex
4896,OpenAI,model,Local ChatAI (ChatGPT / Gemini)],regex
4896,Google,model,tAI (ChatGPT / Gemini)],regex
4903,Microsoft,platform,Microsoft Intelligent Da,regex
4910,OpenAI,model,and Thailand. [OpenAI (ChatGPT)],regex
4911,OpenAI,model,vity rollout. [OpenAI (ChatGPT)],regex
4912,Microsoft,platform,Microsoft 365 Copilot ad,regex
4913,Microsoft,platform,edIn Learning (Microsoft)],regex
4923,OpenAI,model,Midjourney and ChatGPT/generative AI.,regex
4934,(in-house),inhouse,"lows. [Camtek (in-house / Camtek AI Center,",regex
4935,(in-house),inhouse,form. [Camtek (in-house)],regex
4936,(in-house),inhouse,e-i). [Camtek (in-house)],regex
4937,(in-house),inhouse,trol. [Camtek (in-house)],regex
4938,(in-house),inhouse,cron. [Camtek (in-house)],regex
4940,(in-house),inhouse,nths. [Camtek (in-house / Camtek AI Center),regex
