row_id,vendor,vendor_type,source_phrase,method
1184,OpenAI,model,"GPT/BondGPT+"" (GPT-4 for corporate",regex
1193,(in-house),inhouse,"hat Concierge"" proprietary multi-agentic conve",regex
1202,Microsoft,platform,"al sales; M365 Copilot to 10,000 empl",regex
1209,NVIDIA,platform,trum Voice ID (NVIDIA DGX Cloud); CE,regex
1210,(in-house),inhouse,"""ApEX"" proprietary AI for oil & gas pr",regex
1214,Cohere,model,WaveLogic Ai coherent optics + Wav,regex
1216,(in-house),inhouse,call (no named proprietary system; Guidewire C,regex
1217,SAP,platform,dispatching w/ SAP + AI coding as,regex
1222,Google Cloud,cloud,Google Cloud partnership is,regex
1224,OpenAI,model,roduct design (OpenAI/Bain collabora,regex
1225,Anthropic,model,chestration) + Anthropic/Travelport AI,regex
1232,C3.ai,platform,C3 AI platform for A,regex
1234,Microsoft,platform,n 20-yr PPA to Microsoft data centers),regex
1240,OpenAI,model,mes.com (Azure OpenAI/Microsoft Foun,regex
1240,Microsoft,platform,(Azure OpenAI/Microsoft Foundry) + Sma,regex
1240,Microsoft Azure,cloud,on Homes.com (Azure OpenAI/Microso,regex
1240,Palantir,platform,enAI/Microsoft Foundry) + Smart Searc,regex
1245,Microsoft Azure,cloud,t inspection + Azure AI routing,regex
1247,Google,model,atform (Google Gemini),regex
1254,NVIDIA,platform,"I Factory with NVIDIA"" + PowerEdge A",regex
1263,OpenAI,model,"icrosoft Azure OpenAI, 2023) + DOM P",regex
1263,Microsoft,platform,"g + store ops (Microsoft Azure OpenAI,",regex
1263,Microsoft Azure,cloud,"ops (Microsoft Azure OpenAI, 2023)",regex
1268,OpenAI,model,"deal to serve OpenAI/Oracle ""Starga",regex
1268,Oracle,platform,"o serve OpenAI/Oracle ""Stargate"" dat",regex
1271,NVIDIA,platform,data centers (NVIDIA collaboration),regex
1289,OpenAI,model,0 custom GPTs (OpenAI + Azure OpenAI,regex
1289,Microsoft,platform,arketing; M365 Copilot,regex
1289,Microsoft Azure,cloud,GPTs (OpenAI + Azure OpenAI) for pr,regex
1293,NVIDIA,platform,ld operations (NVIDIA); AI for asset,regex
1295,OpenAI,model,p adjustments; OpenAI + in-house mod,regex
1295,(in-house),inhouse,ents; OpenAI + in-house models),regex
1306,Anthropic,model,n (Stratyfy) + Anthropic AI agents for,regex
1310,Microsoft,platform,aud detection; Microsoft AI collaborati,regex
1310,IBM,platform,in platforms; IBM AI for Clover,regex
1311,NVIDIA,platform,"deployment) + NVIDIA giga-scale ""AI",regex
1317,Microsoft,platform,tion platform (Microsoft Azure),regex
1317,Microsoft Azure,cloud,orm (Microsoft Azure),regex
1324,OpenAI,model,study; now in ChatGPT + Claude),regex
1324,Anthropic,model,w in ChatGPT + Claude),regex
1324,Amazon AWS,cloud,% accuracy per AWS case study; no,regex
1331,(in-house),inhouse,clearly named proprietary production system s,regex
1334,Microsoft,platform,"ineer + GitHub Copilot to 12,000 devs",regex
1335,Microsoft Azure,cloud,face software (Azure); AI-driven dr,regex
1336,Amazon AWS,cloud,ssion emails); AWS agentic code m,regex
1339,Palantir,platform,Palantir AI operating p,regex
1340,Amazon AWS,cloud,workflow) via AWS partnership; ~,regex
1342,Microsoft,platform,c AI framework/Copilot,regex
1343,OpenAI,model,ations (Google/OpenAI/Anthropic part,regex
1343,Anthropic,model,(Google/OpenAI/Anthropic partners),regex
1344,Google Cloud,cloud,sociates/pros (Google Cloud),regex
1350,Microsoft,platform,Copilot+ AI PCs (Elite,regex
1352,Cohere,model,Cohere Health AI-powe,regex
1354,C3.ai,platform,C3 AI partnership to,regex
1355,IBM,platform,watsonx AI platform +,regex
1363,OpenAI,model,"tions (Claude, ChatGPT, Grok); propri",regex
1363,Anthropic,model,"integrations (Claude, ChatGPT, Grok",regex
1363,(in-house),inhouse,"hatGPT, Grok); proprietary AI Screener/Ask IBK",regex
1365,(in-house),inhouse,In-house AI tool (since 2006,regex
1371,NVIDIA,platform,ntic platform (NVIDIA) for clinical/,regex
1373,Google Cloud,cloud,t tech (2026); Google Cloud AI/ML,regex
1375,Google Cloud,cloud,ud detection + Google Cloud AI security ac,regex
1376,NVIDIA,platform,data centers (NVIDIA Omniverse),regex
1377,NVIDIA,platform,gery platform (NVIDIA) + AI drug dis,regex
1380,Microsoft,platform,5-yr Microsoft AI collaborati,regex
1390,Google,model,istant (Google Gemini Enterprise); A,regex
1396,Salesforce,platform,"t Sales Agent, Salesforce Agentforce) an",regex
1396,Palantir,platform,creates leads; Palantir+McKinsey AI/da,regex
1398,NVIDIA,platform,ietary data) + NVIDIA Blackwell DGX,regex
1398,(in-house),inhouse,models on $1B+ proprietary data) + NVIDIA Blac,regex
1401,NVIDIA,platform,dustrial base; NVIDIA/Oracle/Meta pa,regex
1401,Oracle,platform,l base; NVIDIA/Oracle/Meta partners),regex
1403,OpenAI,model,"1,700+ stores (OpenAI); customers us",regex
1406,C3.ai,platform,C3 AI 5-year enterpr,regex
1414,Microsoft,platform,ntic payments (Microsoft),regex
1415,IBM,platform,"t development (IBM collaboration,",regex
1415,(in-house),inhouse,I with 40+ yrs proprietary sensory data),regex
1416,Google Cloud,cloud,""" AI platform (Google Cloud) — drive-thru",regex
1420,Meta,model,Llama open models +,regex
1425,NVIDIA,platform,production for NVIDIA Vera Rubin),regex
1426,OpenAI,model,opilot + Azure OpenAI + Copilot acro,regex
1426,Microsoft,platform,Microsoft 365 Copilot +,regex
1426,Microsoft Azure,cloud,365 Copilot + Azure OpenAI + Copil,regex
1428,OpenAI,model,manufacturing (OpenAI since 2023),regex
1429,Databricks,platform,novation (2025 Databricks Data Intellige,regex
1430,Accenture,integrator,tion platform (Accenture + Publicis) fo,regex
1434,OpenAI,model,""" + ""Debrief"" (OpenAI-powered) for f",regex
1437,Google Cloud,cloud,n ESG ratings; Google Cloud GenAI climate,regex
1439,NVIDIA,platform,nfrastructure (NVIDIA AI Data Platfo,regex
1442,OpenAI,model,Multi-year OpenAI content-licens,regex
1443,OpenAI,model,y as Class A — OpenAI content-licens,regex
1444,Google Cloud,cloud,in real time + Google Cloud AI grid-manage,regex
1447,(in-house),inhouse,tion products (proprietary algorithms) + OptiS,regex
1451,Amazon AWS,cloud,ant (Slalom) + AWS ML/GenAI for g,regex
1453,C3.ai,platform,C3 AI scaling across,regex
1454,NVIDIA,platform,well AI GPUs + CUDA + AI platforms,regex
1463,OpenAI,model,ntracts (incl. OpenAI/Stargate),regex
1474,Google Cloud,cloud,mens+NVIDIA) + Google Cloud AI at scale,regex
1474,NVIDIA,platform,ation (Siemens+NVIDIA) + Google Clou,regex
1490,OpenAI,model,ntegrated into ChatGPT (discover/comp,regex
1494,Google Cloud,cloud,r diagnosis) + Google Cloud GenAI customer,regex
1496,OpenAI,model,sistant (Azure OpenAI + Infosys),regex
1496,Microsoft Azure,cloud,ing assistant (Azure OpenAI + Infos,regex
1496,Infosys,integrator,Azure OpenAI + Infosys),regex
1497,(in-house),inhouse,"""Rai"" proprietary GenAI operations ag",regex
1505,Anthropic,model,data insights; Anthropic Claude integra,regex
1507,NVIDIA,platform,+ edge GenAI (NVIDIA Nemotron) for,regex
1512,Microsoft,platform,"Assist"" GenAI copilot",regex
1513,Salesforce,platform,"""Agentforce"" agentic AI pl",regex
1527,Databricks,platform,smart meters (Databricks) for grid resi,regex
1528,Amazon AWS,cloud,AI assistant (AWS partnership),regex
1530,Microsoft,platform,"sta assistant (Microsoft) + ""Deep Brew""",regex
1531,Snowflake,platform,lpha platform (Snowflake) + GenAI inves,regex
1535,NVIDIA,platform,SuperClusters (NVIDIA Blackwell) for,regex
1537,Microsoft,platform,"+ ""Synopsys.ai Copilot"" GenAI across",regex
1539,OpenAI,model,ence platform (OpenAI; real-time sen,regex
1542,Amazon AWS,cloud,ack synthesis (AWS),regex
1552,OpenAI,model,g development (OpenAI + NVIDIA colla,regex
1552,NVIDIA,platform,ment (OpenAI + NVIDIA collaborations,regex
1556,(in-house),inhouse,"y GURA"" custom in-house GenAI app for assoc",regex
1559,OpenAI,model,"aim Assistant (OpenAI, voice service",regex
1563,Amazon AWS,cloud,on/efficiency (AWS Panorama/SageM,regex
1564,Amazon AWS,cloud,ity Manager) + AWS AI agents (mor,regex
1567,NVIDIA,platform,hair try-on w/ NVIDIA StyleGAN2) + A,regex
1571,Amazon AWS,cloud,ine decisions; AWS AI apps,regex
1571,Snowflake,platform,y) + BI agent (Snowflake) for frontline,regex
1579,Anthropic,model,+ analytics in Anthropic Claude (MCP),regex
1580,Google,model,rience (Google Gemini) — agent-assis,regex
1582,NVIDIA,platform,to 100kW/rack; NVIDIA-aligned),regex
1583,Salesforce,platform,Salesforce Agentforce AI,regex
1589,Databricks,platform,"e, e-commerce (Databricks) for 2.5M-prod",regex
1593,Google,model,on Max (Google Vertex AI) + AI across c,regex
1595,Amazon AWS,cloud,intelligence; AWS lab efficiency,regex
1597,Google,model,years (Google Gemini Flash; no PII,regex
1602,Salesforce,platform,Agentforce 360 AI agents,regex
1604,Google,model,"""Gemini"" AI-driven aut",regex
1614,NVIDIA,platform,Deployed NVIDIA accelerated co,regex
1617,NVIDIA,platform,Factory using NVIDIA NIM and Riva t,regex
1617,(in-house),inhouse,nce and secure proprietary data,regex
1619,NVIDIA,platform,Deployed NVIDIA Omniverse digi,regex
1627,(in-house),inhouse,"Developed proprietary ""UGPTs"" generative-",regex
1628,(in-house),inhouse,Proprietary AI defect detection,regex
1629,Meta,model,"s, fine-tuning Llama-3-Taiwan LLM w",regex
1629,NVIDIA,platform,Partnered with NVIDIA on NIM microse,regex
1632,Microsoft,platform,Deployed Microsoft 365 Copilot an,regex
1640,OpenAI,model,nancial-sector OpenAI enterprise par,regex
1641,NVIDIA,platform,"acturing using NVIDIA Omniverse; ""Sm",regex
1642,NVIDIA,platform,s; deployed 16 NVIDIA H100 GPUs (~NT,regex
1642,(in-house),inhouse,"Built proprietary LLM ""Taishin Brain""",regex
1647,Microsoft,platform,Hosted Microsoft 365 Copilot ge,regex
1649,Google Cloud,cloud,banking using Google Cloud RAG with inter,regex
1651,Microsoft,platform,eployed GitHub Copilot for enterprise,regex
1653,Microsoft,platform,evelopers with Microsoft to boost devel,regex
1656,Microsoft,platform,assistant with Microsoft,regex
1658,Microsoft,platform,Assistant with Microsoft — Taiwan's fir,regex
1661,NVIDIA,platform,"00 sq ft) with NVIDIA, using AI/digi",regex
1662,(in-house),inhouse,iptions into a proprietary knowledge base and,regex
1669,Google,model,"ud (Vertex AI, Gemini) power AI food",regex
1669,Google Cloud,cloud,"-President and Google Cloud (Vertex AI, Ge",regex
1675,NVIDIA,platform,Deepened NVIDIA partnership to,regex
1677,OpenAI,model,tform on Azure OpenAI across fraud p,regex
1677,Microsoft Azure,cloud,t) platform on Azure OpenAI across,regex
1677,(in-house),inhouse,"Deployed proprietary ""遠傳智靈"" (FET AI Spir",regex
1681,OpenAI,model,"s own ""Formosa GPT"" (since 2023)",regex
1681,(in-house),inhouse,"Plastics Group built its own ""Formosa GPT"" (sinc",regex
1683,Microsoft,platform,ions (built on Microsoft Copilot Studio,regex
1691,Amazon AWS,cloud,Strategic AWS collaboration,regex
1699,Google,model,hatbot (Google Gemini + rule-based),regex
1705,Amazon AWS,cloud,Suite AI/ML on AWS for medical im,regex
1706,Amazon AWS,cloud,ommendations); AWS 3-year partner,regex
1709,C3.ai,platform,efore failure (C3 AI platform since,regex
1710,NVIDIA,platform,Nvidia partnership fo,regex
1711,NVIDIA,platform,s of products (NVIDIA Omniverse) for,regex
1713,OpenAI,model,nAI research); OpenAI enterprise col,regex
1721,Cohere,model,U clusters and Cohere LLM hosting,regex
1722,NVIDIA,platform,d (BAIIF) with Nvidia and KIA,regex
1723,NVIDIA,platform,"ng Radiant, an NVIDIA Cloud Partner",regex
1727,(in-house),inhouse,"CIBC AI (CAI), in-house generative AI platf",regex
1730,Microsoft,platform,platform (with Microsoft) using Triangl,regex
1733,OpenAI,model,"d), Databricks/OpenAI/AWS partnershi",regex
1733,Amazon AWS,cloud,abricks/OpenAI/AWS partnerships;,regex
1733,Databricks,platform,"orm (Finland), Databricks/OpenAI/AWS par",regex
1736,Microsoft,platform,optimization; Microsoft collaboration,regex
1741,IBM,platform,IBM AI tools analy,regex
1744,Microsoft,platform,"n Origin Grade Copilot, AI/neural-net",regex
1745,OpenAI,model,ing app inside ChatGPT and Google Gem,regex
1745,Google,model,GPT and Google Gemini AI commerce in,regex
1746,NVIDIA,platform,ts integrating NVIDIA DRIVE AGX (Tho,regex
1759,Amazon AWS,cloud,app using ML (AWS SageMaker) to,regex
1766,Microsoft,platform,Microsoft 365 Copilot ro,regex
1769,Microsoft,platform,Microsoft partnership ex,regex
1779,Microsoft,platform,on Centre with Microsoft at Melbourne H,regex
1790,Accenture,integrator,"ogramming with Accenture, cutting a tas",regex
1791,Microsoft,platform,Rolled out Microsoft 365 Copilot to,regex
1801,OpenAI,model,"realAssist, an OpenAI-powered AI com",regex
1802,OpenAI,model,icrosoft Azure OpenAI,regex
1802,Microsoft,platform,ne staff using Microsoft Azure OpenAI,regex
1802,Microsoft Azure,cloud,sing Microsoft Azure OpenAI,regex
1802,(in-house),inhouse,Two in-house generative AI tools,regex
1803,Accenture,integrator,700m deal with Accenture for one of Aus,regex
1805,Amazon AWS,cloud,artnering with AWS on agentic AI,regex
1808,Microsoft,platform,urgence AI and Microsoft,regex
1810,Microsoft,platform,I assistant in Microsoft Teams giving 7,regex
1810,SAP,platform,"ient access to SAP data, saving t",regex
1812,OpenAI,model,ess companion (OpenAI-powered) autom,regex
1816,Google Cloud,cloud,Partnered with Google Cloud and Accenture,regex
1816,Accenture,integrator,ogle Cloud and Accenture on an AI tool,regex
1820,ServiceNow,platform,Multi-year ServiceNow + Ejada System,regex
1823,OpenAI,model,ilot and Azure OpenAI deployment (pl,regex
1823,Microsoft,platform,nterprise-wide Microsoft 365 Copilot an,regex
1823,Microsoft Azure,cloud,65 Copilot and Azure OpenAI deploym,regex
1831,Microsoft,platform,Migration to Microsoft Azure AI Servi,regex
1831,Microsoft Azure,cloud,"n to Microsoft Azure AI Services, I",regex
1838,IBM,platform,deployed with IBM using AI integ,regex
1848,Google Cloud,cloud,Migration to Google Cloud with Business,regex
1850,IBM,platform,Deployed IBM Safer Payments,regex
1872,Microsoft Azure,cloud,g Industry 4.0/Azure; no named depl,regex
1875,(in-house),inhouse,no confirmed proprietary AI deployment found,regex
1880,OpenAI,model,chatbot (Azure OpenAI) for its Ascot,regex
1880,Microsoft Azure,cloud,ality chatbot (Azure OpenAI) for it,regex
1881,Microsoft Azure,cloud,ive AI models (Azure) for investmen,regex
1882,Microsoft Azure,cloud,Unified Azure data platform,regex
1883,OpenAI,model,rds uses Azure OpenAI with OCR for i,regex
1883,Microsoft Azure,cloud,r rewards uses Azure OpenAI with OC,regex
1885,OpenAI,model,DBS-GPT generative AI,regex
1885,Google,model,istant (Google Gemini and other LLMs,regex
1894,OpenAI,model,chatbot (Azure OpenAI) rolled out to,regex
1894,Microsoft Azure,cloud,ve-AI chatbot (Azure OpenAI) rolled,regex
1900,OpenAI,model,rtnership with OpenAI to develop and,regex
1901,Salesforce,platform,"Salesforce Agentforce, Ei",regex
1905,NVIDIA,platform,pplied AI with NVIDIA to build a sov,regex
1911,Accenture,integrator,aboration with Accenture to scale gener,regex
1920,Microsoft,platform,k to integrate Microsoft Copilot as par,regex
1924,OpenAI,model,icrosoft Azure OpenAI into business,regex
1924,Microsoft,platform,y to integrate Microsoft Azure OpenAI i,regex
1924,Microsoft Azure,cloud,rate Microsoft Azure OpenAI into bu,regex
1926,Microsoft,platform,rtnership with Microsoft to embed AI in,regex
1932,Microsoft,platform,AI / Enlighten Copilot — CX-specific,regex
1942,OpenAI,model,ebsite and via ChatGPT for vacation p,regex
1945,Microsoft,platform,"led out ~1,000 Microsoft Copilot licens",regex
1947,NVIDIA,platform,NVIDIA physical AI in,regex
1961,Microsoft,platform,with Accenture/Microsoft) across procur,regex
1961,Accenture,integrator,I agents (with Accenture/Microsoft) acr,regex
1965,SAP,platform,SAP-based multi-ag,regex
1966,NVIDIA,platform,"ns, built with NVIDIA",regex
1978,NVIDIA,platform,orks (GANs) on NVIDIA GPUs to detect,regex
1980,Amazon AWS,cloud,uilt on Amazon Bedrock; Dzirkstele mu,regex
1981,Google Cloud,cloud,platform (with Google Cloud AI) handling c,regex
1987,OpenAI,model,Internal GPT-based AI colle,regex
1989,OpenAI,model,built on Azure OpenAI Service,regex
1989,Microsoft Azure,cloud,oyees built on Azure OpenAI Service,regex
2001,Anthropic,model,rtnership with Anthropic to embed Claud,regex
2002,OpenAI,model,ve integrating ChatGPT Enterprise acr,regex
2009,OpenAI,model,rtnership with OpenAI integrating AI,regex
2010,NVIDIA,platform,"ion, Denmark's NVIDIA DGX SuperPOD A",regex
2012,Salesforce,platform,mma and Clara (Salesforce Agentforce) ha,regex
2017,Microsoft,platform,steering (with Microsoft/minds.ai) to o,regex
2023,Microsoft,platform,"ght, backed by Microsoft) to observe bo",regex
2028,OpenAI,model,icrosoft Azure OpenAI/ChatGPT) acros,regex
2028,Microsoft,platform,generative AI (Microsoft Azure OpenAI/C,regex
2028,Microsoft Azure,cloud,AI (Microsoft Azure OpenAI/ChatGPT,regex
2031,OpenAI,model,tual employee (ChatGPT-powered) handl,regex
2033,Microsoft,platform,nt platform on Microsoft Azure,regex
2033,Microsoft Azure,cloud,m on Microsoft Azure,regex
2035,Microsoft,platform,adopted GitHub Copilot for Business A,regex
2036,(in-house),inhouse,"PIVOT, proprietary AI-driven investmen",regex
2039,Oracle,platform,ud services on Oracle Alloy for gove,regex
2044,NVIDIA,platform,cloud hosting NVIDIA Hopper GPUs ac,regex
2046,Microsoft,platform,Deployed Microsoft 365 Copilot at,regex
2053,OpenAI,model,Deployed Azure OpenAI document intel,regex
2053,Microsoft Azure,cloud,Deployed Azure OpenAI documen,regex
2054,Microsoft,platform,ed Infosys BPM/Microsoft agentic AI pla,regex
2054,Infosys,integrator,Deployed Infosys BPM/Microsoft,regex
2057,Accenture,integrator,upskilling via Accenture LearnVantage,regex
2060,Mistral AI,model,rtnership with Mistral AI to deploy s,regex
2061,Google,model,Google Cloud / Gemini generative and,regex
2061,Google Cloud,cloud,Google Cloud / Gemini gener,regex
2062,Google Cloud,cloud,Google Cloud AI tools for w,regex
2066,DeepSeek,model,deployment of DeepSeek large model fo,regex
2069,(in-house),inhouse,Zhiyong (工银智涌) proprietary billion-parameter f,regex
2071,(in-house),inhouse,Self-developed large models across,regex
2076,DeepSeek,model,nce integrated DeepSeek into its propr,regex
2076,(in-house),inhouse,"pSeek into its proprietary ""Small Finance"" (小财",regex
2079,DeepSeek,model,DeepSeek R1 integrated,regex
2083,DeepSeek,model,deployment of DeepSeek-R1-671B and Al,regex
2091,(in-house),inhouse,Self-developed enterprise AI agent,regex
2100,(in-house),inhouse,星睿) full-stack self-developed multi-scenario AI l,regex
2101,NVIDIA,platform,TOPS compute (NVIDIA collaboration),regex
2104,OpenAI,model,marked against OpenAI HealthBench,regex
2105,DeepSeek,model,s (integrating DeepSeek) in the securi,regex
2111,(in-house),inhouse,Meiyan (美言) self-developed domain LLM trained,regex
2114,Microsoft,platform,optimization (Microsoft Research Asia,regex
2117,DeepSeek,model,deployment of DeepSeek large model in,regex
2119,Tencent Cloud,cloud,"n, offered via Tencent Cloud",regex
2119,(in-house),inhouse,Hunyuan (混元) self-developed general and multimo,regex
2128,(in-house),inhouse,Jiutian (九天) self-developed large-model series,regex
2130,(in-house),inhouse,Kling (可灵) self-developed video-generation la,regex
2131,(in-house),inhouse,Kolors (可图) self-developed text-to-image gener,regex
2137,DeepSeek,model,s full-version DeepSeek integration fo,regex
2140,(in-house),inhouse,MiMo self-developed large model deploye,regex
2144,Microsoft,platform,zed AI agents (Microsoft) supporting op,regex
2146,(in-house),inhouse,MindGPT self-developed multimodal cognitiv,regex
2151,(in-house),inhouse,WuXi ProDesign self-developed AI model for antibo,regex
2153,OpenAI,model,MENGNIU.GPT nutrition-and-,regex
2157,(in-house),inhouse,Self-developed unmanned warehouses,regex
2160,DeepSeek,model,AI assistant (DeepSeek integration) f,regex
2161,(in-house),inhouse,LongCat (龙猫) self-developed large-model family,regex
2163,(in-house),inhouse,"tion, built on self-developed Jingyi Qianxun medi",regex
2165,(in-house),inhouse,HomeGPT self-developed smart-home vertical,regex
2168,(in-house),inhouse,erly Yanxi 言犀) self-developed multimodal large-mo,regex
2170,Baidu,model,5) offered via Baidu Cloud,regex
2170,(in-house),inhouse,ERNIE (文心一言) self-developed conversational larg,regex
2172,OpenAI,model,"nt (LLM, Azure OpenAI) for destinati",regex
2172,Microsoft Azure,cloud,"ssistant (LLM, Azure OpenAI) for de",regex
2173,Alibaba Cloud,cloud,"n, offered via Alibaba Cloud",regex
2173,(in-house),inhouse,Qwen (通义千问) self-developed large-model family,regex
2175,(in-house),inhouse,HeyLi self-developed AI integration plat,regex
2181,Microsoft Azure,cloud,cs platform on Azure for barley/bre,regex
2192,OpenAI,model,ilot and Azure OpenAI generative too,regex
2192,Microsoft,platform,Copilot and Azure Open,regex
2192,Microsoft Azure,cloud,Copilot and Azure OpenAI generat,regex
2199,Amazon AWS,cloud,ration (SAP to AWS) enabling anal,regex
2199,SAP,platform,oud migration (SAP to AWS) enabli,regex
2202,Microsoft,platform,Bankwide Microsoft Copilot deploy,regex
2203,Microsoft,platform,Bankwide Microsoft Copilot deploy,regex
2208,Microsoft Azure,cloud,Azure Machine Learni,regex
2216,Amazon AWS,cloud,AWS ML and generat,regex
2225,Google,model,"AI (Vertex AI, Gemini) for network o",regex
2225,Google Cloud,cloud,Google Cloud collaboration,regex
2229,OpenAI,model,Coca-Cola and OpenAI using ChatGPT,regex
2234,NVIDIA,platform,rtnership with Nvidia (and Oracle in,regex
2234,Oracle,platform,th Nvidia (and Oracle infrastructure,regex
2238,Microsoft,platform,mployees (with Microsoft),regex
2242,Microsoft,platform,AI tool (with Microsoft) supporting sa,regex
2242,Salesforce,platform,ft) supporting salesforce interactions w,regex
2245,Google Cloud,cloud,tform built on Google Cloud (with Thinkcar,regex
2251,Amazon AWS,cloud,irst (built on AWS) to manage cre,regex
2265,Microsoft,platform,Microsoft 365 Copilot de,regex
2271,OpenAI,model,AI (including ChatGPT) a central str,regex
2278,Microsoft,platform,deployment of Microsoft 365 Copilot ac,regex
2282,Microsoft,platform,Microsoft 365 Copilot pi,regex
2291,Amazon AWS,cloud,ne learning on AWS to improve ope,regex
2294,Google Cloud,cloud,"optimization (Google Cloud/Pluto7), claim",regex
2307,Google Cloud,cloud,rtnership with Google Cloud leveraging AI,regex
2310,Microsoft,platform,rstanding with Microsoft as main chemic,regex
2312,Microsoft,platform,aboration with Microsoft combining clou,regex
2314,OpenAI,model,crosoft (Azure OpenAI Service) to ac,regex
2314,Microsoft,platform,agreement with Microsoft (Azure OpenAI,regex
2314,Microsoft Azure,cloud,ith Microsoft (Azure OpenAI Service,regex
2318,Microsoft,platform,Microsoft 365 Copilot en,regex
2336,Google Cloud,cloud,al software on Google Cloud enabling AI/ML,regex
2352,OpenAI,model,"tal connecting GPT-4, Gemini and Cl",regex
2352,Anthropic,model,"-4, Gemini and Claude for office sup",regex
2352,Google,model,"necting GPT-4, Gemini and Claude for",regex
2353,NVIDIA,platform,"ns, built with NVIDIA",regex
2354,NVIDIA,platform,timization via NVIDIA collaboration,regex
2356,Amazon AWS,cloud,mic imaging on AWS cloud,regex
2387,TCS,integrator,rtnership with TCS),regex
2390,Google,model,th Aitia using Gemini Digital Twins,regex
2397,Microsoft,platform,ive AI (GitHub Copilot) in TietoEVRY,regex
2406,(in-house),inhouse,Proprietary Polish-language lar,regex
2408,Microsoft,platform,Microsoft partnership de,regex
2409,Google Cloud,cloud,Google Cloud agreement for,regex
2431,Microsoft,platform,Microsoft partnership de,regex
2435,OpenAI,model,ilot and Azure OpenAI to enhance eff,regex
2435,Microsoft,platform,operation with Microsoft using Microsof,regex
2435,Microsoft Azure,cloud,65 Copilot and Azure OpenAI to enha,regex
2443,Google,model,eployed Google Vertex AI Search for ret,regex
2447,OpenAI,model,chatbot (Azure OpenAI) for customer-,regex
2447,Microsoft Azure,cloud,al AI chatbot (Azure OpenAI) for cu,regex
2455,OpenAI,model,Group-level OpenAI partnership (v,regex
2456,(in-house),inhouse,nal assistant (in-house developed) continuo,regex
2462,OpenAI,model,nt (built with OpenAI/ChatGPT) that,regex
2465,Microsoft,platform,"developed with Microsoft, delivering AI",regex
2469,Google Cloud,cloud,) incl. USD 3B Google Cloud partnership an,regex
2471,Google,model,g using Google Vertex AI (e.g. Black Fr,regex
2488,Google Cloud,cloud,Uses Google Cloud data and AI pl,regex
2488,Tencent Cloud,cloud,aboration with Tencent Cloud for a banking,regex
2495,(in-house),inhouse,BRIBRAIN - in-house machine-learning pl,regex
2505,Kyndryl,integrator,abilities with Kyndryl for innovation,regex
2507,Google,model,ip with Google Gemini to shift from,regex
2512,NVIDIA,platform,"nce built with NVIDIA and Cisco, plu",regex
2513,NVIDIA,platform,"developed with NVIDIA, and Sahabat-A",regex
2525,OpenAI,model,icrosoft Azure OpenAI Service in the,regex
2525,Microsoft,platform,ntegrated with Microsoft Azure OpenAI S,regex
2525,Microsoft Azure,cloud,with Microsoft Azure OpenAI Service,regex
2530,OpenAI,model,"k.ai) built on OpenAI/ChatGPT, answe",regex
2533,SAP,platform,ransition; won SAP Energy & Utili,regex
2534,Microsoft,platform,"nal, including Copilot-style producti",regex
2536,OpenAI,model,sistant (Azure OpenAI) delivering ne,regex
2536,Microsoft,platform,Metris Copilot / Metris X AI,regex
2536,Microsoft Azure,cloud,hat assistant (Azure OpenAI) delive,regex
2541,IBM,platform,AI assistant (IBM) automating or,regex
2544,OpenAI,model,ChatGPT/Azure OpenAI implementation,regex
2544,Microsoft,platform,on deployed on Microsoft Azure for ente,regex
2544,Microsoft Azure,cloud,Own ChatGPT/Azure OpenAI impleme,regex
2552,SAP,platform,L (project44 + SAP) for real-time,regex
2556,OpenAI,model,OpenAI technology dep,regex
2558,Salesforce,platform,Deploying Salesforce Financial Serv,regex
2561,Microsoft,platform,stant built on Microsoft Azure AI Found,regex
2561,Microsoft Azure,cloud,"t on Microsoft Azure AI Foundry, tr",regex
2561,Palantir,platform,"osoft Azure AI Foundry, trained on 20",regex
2565,NVIDIA,platform,ory built with NVIDIA - GPU supercom,regex
2569,Databricks,platform,Deployed Databricks Data Intellige,regex
2579,OpenAI,model,tion platform (OpenAirlines) analyzi,regex
2587,OpenAI,model,sistant (Azure OpenAI/ChatGPT) for r,regex
2587,Microsoft Azure,cloud,ual assistant (Azure OpenAI/ChatGPT,regex
2593,IBM,platform,Galp and IBM built an AI-ba,regex
2597,SAP,platform,ntegrated with SAP,regex
