company,country,vertical,raw_sector,horizontal,use_case,existence,value_claimed,tier,source_url,date
Nissui Corporation,JP,Agriculture,Fishery,Aquaculture,"3D fish body measurement AI (image processing) for weight estimation, disease early detection, feed optimization; ""Fish Capture Pro ai"" fish counter",CONFIRMED,none quantified (own disclosure),P,https://bizgate.nikkei.com/article/DGXZQOLM262AA026052025000000,missing
"Ajinomoto Co., Inc.",JP,Retail & E-commerce,Foods,Finance/Accounting,AI agents in accounting department,CLAIMED,76% workload reduction,P,https://labmemo.com/ajinomoto-76-percent-japan-enterprise-ai-agents-2026/,2026
"Ajinomoto Co., Inc.",JP,Retail & E-commerce,Foods,Enterprise Productivity,Company-wide generative AI (Ajinomoto Frozen Foods) + ADAMS data platform,CONFIRMED,80%+ internal usage rate by Mar 2025 (frozen foods),P,https://www.ffa.ajinomoto.com/_var/pdf/20260218.pdf,2025-03
"Asahi Group Holdings, Ltd.",JP,Retail & E-commerce,Foods,Enterprise Productivity,"""Asahi Chat"" (GPT-4) internal AI + generative-AI internal info search (Azure OpenAI, from Sep 2023)",CONFIRMED,none quantified,P,https://www.asahigroup-holdings.com/newsroom/detail/20230904-0101.html,2023-09
"Asahi Group Holdings, Ltd.",JP,Retail & E-commerce,Foods,Supply Chain/Marketing,AI demand forecasting (reduce order errors/waste) + consumer insight analysis,CONFIRMED,extracted 8 consumer insights from 297 samples,P,https://corporate.minedia.com/news/asahibeer-20260416,missing
Japan Tobacco Inc.,JP,Retail & E-commerce,Foods,Enterprise Productivity,"Group-wide generative AI environment ""JAC"" (JT Group AI Concierge); legal AI (CoCounsel)",CONFIRMED,none quantified,P,https://gomana.ai/download/jt/,missing
Japan Tobacco Inc.,JP,Retail & E-commerce,Foods,Marketing,One-to-one marketing AI targeting competitor-brand customers,CLAIMED,~20% cost-effectiveness improvement per campaign,I,https://www.brainpad.co.jp/doors/contents/02_ai_case_study_jt/,missing
Kikkoman Corp.,JP,Retail & E-commerce,Foods,Supply Chain,"""Naries"" time-series AI predicts shipment/production volumes for inventory optimization (Apr 2025)",CONFIRMED,none quantified,P,https://www.kikkoman.com/jp/news/2025/25016.html,2025-04
Kikkoman Corp.,JP,Retail & E-commerce,Foods,Consumer/Marketing,"""Ligla"" AI chat on LINE for recipe/menu recommendations",CONFIRMED,none quantified,P,https://news.3rd-in.co.jp/article/f8a285b8,missing
"Kirin Holdings Co, Ltd",JP,Retail & E-commerce,Foods,Executive/Decision Support,"""CoreMate"" AI executive officer (12 personas) for management decisions (Jul 2025)",CONFIRMED,none quantified,P,https://www.kirinholdings.com/,2025-07
"Kirin Holdings Co, Ltd",JP,Retail & E-commerce,Foods,Enterprise Productivity,"""BuddyAI"" generative AI rolled out to ~15,000 domestic employees (May 2025)",CONFIRMED,"~15,000 employees; 70% adoption rate (Kirin Brewery)",P,https://www.kirinholdings.com/,2025-05
"Meiji Holdings Company, Limited",JP,Retail & E-commerce,Foods,Enterprise Productivity,"""meiji AI Talk"" (ChatGPT) deployed to ~10,000 employees (Jan 2024); ""meiji AI Talk 2"" internal helpdesk",CONFIRMED,"~10,000 employees",P,https://www.meiji.co.jp/corporate/pressrelease/2024/0130_01/index.html,2024-01
"Meiji Holdings Company, Limited",JP,Retail & E-commerce,Foods,Software Development,Amazon Q Developer for dev/ops,CLAIMED,80-90% productivity gains (30+ users),I,https://db.arcana-tech.co.jp/case/5caed37d/,missing
NH Foods Ltd.,JP,Retail & E-commerce,Foods,Agriculture/Livestock,"""PIG LABO Growth Master"" 3D camera + AI infers individual pig weights & herd distribution",CONFIRMED,none quantified,P,https://www.nipponham.co.jp/news/2024/20240919/,2024
NH Foods Ltd.,JP,Retail & E-commerce,Foods,Marketing/Research,"""GC Analysis"" — generative-AI consumer pseudo-personas answer surveys (Azure OpenAI)",CONFIRMED,"replaces 1,000-person survey tasks",P,https://www.microsoft.com/ja-jp/customers/story/22479-nh-foods-azure-app-service,missing
Nichirei Corp.,JP,Retail & E-commerce,Foods,Supply Chain,Nichirei Ice AI (with Hitachi) automates production/transport/inventory planning (Oct 2024),CONFIRMED,~70% labor reduction,P,https://online.logi-biz.com/133652/,2024-10
Nichirei Corp.,JP,Retail & E-commerce,Foods,Enterprise Productivity,"""Nichirei AI Chat"" internal (from Feb 2024, docs/summary/translation)",CONFIRMED,"~2,000 users, 37% adoption (Jul 2025)",P,https://www.nichirei.co.jp/dx/initiatives.html,2024-02
Nisshin Seifun Group Inc.,JP,Retail & E-commerce,Foods,Supply Chain,AI demand-supply management automation for frozen foods (Nisshin Welna); MS Fabric for factory smartification,CONFIRMED,reduces planning/demand-adjustment work hours (not quantified),P,https://www.nisshin.com/release/details/20250204100738.html,missing
Sapporo Holdings Ltd.,JP,Retail & E-commerce,Foods,Enterprise Productivity,"""SAPPORO AI-Stick"" (Amazon Bedrock) generative AI to ~6,000 employees (Feb 2025)",CONFIRMED,"~6,000 employees; time savings > subscription cost 5 months running",P,https://it.impress.co.jp/articles/-/27431,2025-02
"Osaka Gas Co., Ltd.",JP,Energy & Utilities,Gas,Enterprise/AI Platform,"""WAAAP"" AI-driven development platform + company-wide generative AI",CONFIRMED,"70%+ of ~6,000 employees using generative AI daily",P,https://www.osakagas.co.jp/company/press/pr2026/1823649_60967.html,missing
"Osaka Gas Co., Ltd.",JP,Energy & Utilities,Gas,Energy Management,"""Energy Brain"" remote AI energy management (ML demand forecasting) launched Aug 2023 (Google Cloud/Vertex AI)",CONFIRMED,none quantified,P,https://cloud.google.com/blog/ja/products/ai-machine-learning/osaka-gas-innovates-energy-management-with-ai,2023-08
"Tokyo Gas Co., Ltd.",JP,Energy & Utilities,Gas,Enterprise Productivity,"Proprietary app ""AIGNIS"" generative AI (from 2023, Databricks platform)",CONFIRMED,"~3,500 employees using daily",P,https://ai-keiei.shift-ai.co.jp/20250716-tokyogas-2/,2023
"Tokyo Gas Co., Ltd.",JP,Energy & Utilities,Gas,Finance/Accounting,"""Payment reconciliation AI"" (入金消込AI) with core system renewal",CONFIRMED,5 people (EOD) reduced to 3 (by morning),P,https://www.itmedia.co.jp/business/articles/2512/12/news004.html,missing
AGC Inc.,JP,Chemicals & Materials,Glass & Ceramics,Enterprise Productivity,"""ChatAGC"" generative AI (Azure OpenAI + RAG); ""Takumi KIBIT"" AI Q&A for skill succession",CONFIRMED,"110,000+ work-hours created in 2024",P,https://db.arcana-tech.co.jp/case/c691a910/,2024
AGC Inc.,JP,Chemicals & Materials,Glass & Ceramics,R&D/Materials Informatics,AI/MI for new material & substance exploration,CONFIRMED,70% of research division using AI,P,https://www.nikkei.com/article/DGXZQOUC241L80U2A620C2000000/,missing
"NGK Insulators, Ltd.",JP,Chemicals & Materials,Glass & Ceramics,R&D/New Business,Proprietary AI for new-use exploration of NGK products/tech (with Stockmark); generative AI for crystal-structure prediction code,CONFIRMED,none quantified,P,https://www.ngk.co.jp/news/2025/20250521_1.html,2025
"NGK Insulators, Ltd.",JP,Chemicals & Materials,Glass & Ceramics,Manufacturing/Energy,AI production-planning optimization at Tatsuoka plant,CONFIRMED,achieved peak-power reduction,P,https://digitalpr.jp/r/129663,missing
"Nippon Electric Glass Co., Ltd.",JP,Chemicals & Materials,Glass & Ceramics,(none),"no confirmed internal AI deployment found (makes glass materials FOR AI servers/memory; benefits from AI market, not disclosed as AI user)",UNKNOWN,,,https://www.neg.co.jp/news/20250904.html,missing
Taiheiyo Cement Corp.,JP,Chemicals & Materials,Glass & Ceramics,Manufacturing,AI kiln (firing furnace) automation using temp/pressure data at domestic factories (from FY2026),CONFIRMED,none quantified,P,https://www.nikkei.com/article/DGKKZO94717430R00C26A3TB1000/,missing
Taiheiyo Cement Corp.,JP,Chemicals & Materials,Glass & Ceramics,Logistics,"AI ship-scheduling optimization (claimed cement-industry first, with Grid Inc.); ""PreSLump"" concrete slump prediction AI",CONFIRMED,none quantified,P,https://www.taiheiyo-cement.co.jp/,missing
"Tokai Carbon Co., Ltd.",JP,Chemicals & Materials,Glass & Ceramics,(none),no confirmed internal AI deployment found (makes SiC materials FOR AI hardware; migrated to Google Workspace but not AI-specific),UNKNOWN,,,https://chemicaldaily.com/archives/830464,missing
Toto Ltd.,JP,Chemicals & Materials,Glass & Ceramics,Operations/Order Processing,AI-agent-based redesign of order-to-cash & procurement (with Tokyo Electron),CONFIRMED,~90% reduction in order-processing work,P,https://xtech.nikkei.com/atcl/nxt/column/18/03465/021700003/,missing
Toto Ltd.,JP,Chemicals & Materials,Glass & Ceramics,Manufacturing,Self-built AI eliminates 3-hr skilled color-matching for large ceramic panels,CONFIRMED,1.3x productivity (color matching),P,https://xtech.nikkei.com/atcl/nxt/column/18/00001/07430/,missing
"Dai-ichi Life Insurance Company, Limited",JP,Insurance,Insurance,Operations/OCR,Generative-AI OCR infrastructure renewal (Apr 2026),CONFIRMED,~20% reading accuracy improvement,P,https://www.dai-ichi-life.co.jp/company/news/pdf/2026_007.pdf,2026-04
"Dai-ichi Life Insurance Company, Limited",JP,Insurance,Insurance,Fraud/Claims,"AI for multi-dimensional benefit fraud detection; ""Digital Buddy"" agent support",CONFIRMED,none quantified,P,https://prtimes.jp/main/html/rd/p/000000007.000160816.html,missing
"MS&AD Insurance Group, Inc.",JP,Insurance,Insurance,Claims/Underwriting,"AI fire-loss estimation (Mitsui Sumitomo from 2023, Aioi Nissay Dowa 2024) + AI building-damage diagnosis via smartphone (within 1 day)",CONFIRMED,none quantified,P,https://www.ms-ins.com/news/fy2024/pdf/0716_1.pdf,2023
"MS&AD Insurance Group, Inc.",JP,Insurance,Insurance,Operations/OCR,AI-OCR for policy cancellations,CONFIRMED,"~40,000 labor-hours saved/year",P,https://it.impress.co.jp/articles/-/21426,missing
"Sompo Holdings, Inc.",JP,Insurance,Insurance,Enterprise Productivity,"""SOMPO AI Agent"" (Google Gemini Enterprise) to ~30,000 domestic group employees (Jan 2026, claimed largest single-group deployment in Japan); ""Ask SOMPO"" knowledge search",CONFIRMED,"~30,000 employees (22,000 at Sompo Japan)",P,https://www.sompo-hd.com/-/media/hd/files/news/2025/20251226_1.pdf,2026-01
"T&D Holdings, Inc.",JP,Insurance,Insurance,Claims/Underwriting,Taiyo Life generative-AI claims payment assessment system (with IBM); AI-OCR for document extraction,CONFIRMED,"applied to ~500,000 claims/year",P,https://www.taiyo-seimei.co.jp/wr2/pdf/press_article/2026/sauhdj00000002fw-att/20260521_1.pdf,2026
"Tokio Marine Holdings, Inc.",JP,Insurance,Insurance,Enterprise Productivity,"""One-AI for Tokio Marine"" company-wide generative AI (ChatGPT, from 2023); OpenAI strategic partnership (ChatGPT Enterprise/GPT-5, 2025)",CONFIRMED,none quantified,P,https://www.tokiomarine-nichido.co.jp/company/release/pdf/231012_01.pdf,2023
"Tokio Marine Holdings, Inc.",JP,Insurance,Insurance,Asset Management,"""TMAM AI"" generative AI for investment analysis (company-wide Apr 2025); Sakana AI capital alliance",CONFIRMED,none quantified,P,https://dcross.impress.co.jp/docs/usecase/004234.html,2025-04
Nippon Express Holdings Inc.,JP,Logistics & Supply Chain,Land Transport,Enterprise Productivity,"""NX-Brain"" proprietary generative AI (Azure OpenAI, from 2023)",CONFIRMED,"~33,000 employees (3 companies) initial rollout",P,https://www.nipponexpress-holdings.com/ja/news/press/2023/20230913-1.html,2023
Nippon Express Holdings Inc.,JP,Logistics & Supply Chain,Land Transport,Logistics/Forecasting,AI shipment prediction in DCX logistics web app; AI demand forecasting pilot (retail + logistics data),CONFIRMED,none quantified,P,https://www.nipponexpress-holdings.com/ja/news/press/2024/20241010-1.html,2024
"Yamato Holdings Co., Ltd.",JP,Logistics & Supply Chain,Land Transport,Logistics/Optimization,AI demand forecasting + automatic sorting optimization; cargo volume prediction (MLOps),CLAIMED,"~30% delivery efficiency, 25% mileage reduction, up to 25% CO2 cut",I,https://craftai.jp,missing
"Yamato Holdings Co., Ltd.",JP,Logistics & Supply Chain,Land Transport,Customer Support,"""AI Operator"" (AIオペレータ) auto-reception for pickup requests/delivery status (with LINE)",CONFIRMED,none quantified,P,https://www.kuronekoyamato.co.jp,missing
Amada Co. Ltd.,JP,Industrial / Machinery,Machinery,Product/Manufacturing,"""AI-TAS"" AI weld-line detection for welding robots (near-teachingless); ""V-factory"" IoT + AI research institute",CONFIRMED,"V-factory: 1,500+ companies, 4,000+ machines connected",P,https://monoist.itmedia.co.jp/mn/articles/2302/13/news066_2.html,missing
"Daikin Industries, Ltd.",JP,Industrial / Machinery,Machinery,Enterprise/Manufacturing,"Company-wide ""D-Wind"" generative AI (Apr 2023) + factory equipment failure diagnosis AI agents (Apr 2025, skill transfer to foreign workers)",CONFIRMED,none quantified,P,https://xtech.nikkei.com/atcl/nxt/column/18/03393/111800002/,2023-04
"Daikin Industries, Ltd.",JP,Industrial / Machinery,Machinery,Customer Support,"""CAT.AI CX-Bot"" voice bot at contact center (Jun 2023)",CONFIRMED,"~30,000 peak inquiries; 96% AI completion rate",I,https://cat-ai.co.jp/casestudy/daikin/,2023-06
"Daikin Industries, Ltd.",JP,Industrial / Machinery,Machinery,Product/Energy,AI thermal-load prediction for automatic energy-saving control of air conditioning,CONFIRMED,none quantified,P,https://www.daikin.co.jp/tic/topics/feature/2025/20250507,2025
Ebara Corp.,JP,Industrial / Machinery,Machinery,Enterprise Productivity,"""EBARA AI Chat"" own generative-AI chatbot (Nov 2024) + ""EBARA開発ナビ"" design support",CONFIRMED,"~750,000 total uses; 33% development-period reduction target",P,https://www.ebara.com/jp-ja/newsroom/2024/1221953_1673/,2024-11
"Hitachi Construction Machinery Co., Ltd.",JP,Industrial / Machinery,Machinery,Product/Mining,"AI mining analytics (Rithmik) learns machine operating patterns, auto-sets optimal baselines; ""Assist Pro"" AI assistant",CONFIRMED,none quantified,P,https://hitachicm.com/global/ja/news/press-releases/2025/25-12-02/,2025
"Hitachi Construction Machinery Co., Ltd.",JP,Industrial / Machinery,Machinery,Manufacturing,AI production scheduler at Tsuchiura factory (2024),CONFIRMED,none quantified,P,https://www.nikkan.co.jp/articles/view/00773200,2024
Kanadevia Corp.,JP,Industrial / Machinery,Machinery,Maintenance/Inspection,Inspection robots + meter-reading AI for waste-incineration power facility patrol inspections; AI ambassador program,CONFIRMED,target 300-500 AI ambassadors by FY2028,P,https://dcross.impress.co.jp/docs/usecase/004141.html,missing
IHI Corp.,JP,Industrial / Machinery,Machinery,Enterprise Productivity,"""Chat-IHI"" internal ChatGPT (Azure OpenAI, from Jun 2023); RAG/SLM development",CONFIRMED,~60 use cases from internal contest,P,https://www.ihi.co.jp/technology/techinfo/contents_no/1201486_13491.html,2023-06
IHI Corp.,JP,Industrial / Machinery,Machinery,Maintenance/Aviation,Deep-learning image recognition for aircraft engine damage assessment during disassembly,CONFIRMED,none quantified,P,https://cir.nii.ac.jp/crid/1390003825189635968,missing
"Japan Steel Works, Ltd.",JP,Industrial / Machinery,Machinery,Product/Manufacturing,"""M-Navi"" AI molding navigator (reinforcement learning) auto-corrects injection molding conditions",CONFIRMED,none quantified,P,https://www.nikkan.co.jp/articles/view/709207,missing
"Japan Steel Works, Ltd.",JP,Industrial / Machinery,Machinery,Knowledge Mgmt,Generative AI (Amazon Bedrock + Kendra) for resin machinery internal documentation,CONFIRMED,none quantified,P,https://aws.amazon.com/jp/blogs/news/genai-case-study-jsw/,missing
JTEKT Corp.,JP,Industrial / Machinery,Machinery,Manufacturing/QC,"Internally-developed no-code AI platform for automotive-parts appearance inspection automation; ""AI agent vision"" (by Apr 2027)",CONFIRMED,none quantified,P,https://www.jtekt.co.jp/news/2024/004124.html,2027-04
Komatsu Ltd.,JP,Industrial / Machinery,Machinery,Product/Autonomous Mining,"Autonomous dump trucks, KOM-MICS factory visibility, AI image analysis (wheel loaders, rockfall detection); global AI framework",CONFIRMED,~500 AI promotion leaders in Japan; global org Jan 2027,P,https://www.komatsu.jp/ja/newsroom/2026/20260619,2027-01
Kubota Corp.,JP,Industrial / Machinery,Machinery,Product/Agriculture,"AI-equipped autonomous tractors/combines/planters (world-first claims, 4 AI cameras for obstacle detection); ""KSAS AI Chat"" (Jul 2025) for 24/7 farming advice",CONFIRMED,none quantified,P,https://www.kubota.co.jp/innovation/report/no57.html,2025-07
"Mitsubishi Heavy Industries, Ltd.",JP,Industrial / Machinery,Machinery,Manufacturing/Forecasting,"Vertex AI for aircraft-manufacturing material demand forecasting (Enami factory), significant waste reduction",CONFIRMED,claimed significant waste reduction (not quantified),P,https://cloud.google.com/blog/ja/topics/customers/mhi-vertex-ai-optimizes-demand-forecasting-in-aircraft-manufacturing,missing
"Mitsubishi Heavy Industries, Ltd.",JP,Industrial / Machinery,Machinery,Product/Defense,"Drone AI autonomy (with US Shield AI), dev completed in 8 weeks; company-wide generative AI",CONFIRMED,8 weeks dev-to-flight-test,P,https://novaist.jp/articles/mhi-drone-autonomy-demo/,missing
NSK Ltd.,JP,Industrial / Machinery,Machinery,Quality/Operations,"In-house generative AI for quality-trouble summarization/graphing (first specialized-domain use, Jun 2025); bearing condition-monitoring AI",CONFIRMED,none quantified,P,https://www.nsk.com/jp-ja/company/news/2025/ai-application-20250623/,2025-06
NTN Corp.,JP,Industrial / Machinery,Machinery,Product Engineering/Design,"""ABICS"" ML system automates automotive hub-bearing design (claimed bearing-industry first)",CONFIRMED,analysis time cut to ≤1/10; ~80% design labor reduction (2022 baseline),P,https://www.ntn.co.jp/japan/news/new_products/news202500105.html,2022
"Okuma Holdings, Inc.",JP,Industrial / Machinery,Machinery,Product/Machine Tools,"""OSP-AI"" diagnostic tech detects anomalies in spindles/feed axes; intelligent processing (thermal, collision avoidance); Physical AI factory at Konan",CONFIRMED,none quantified,P,https://www.okuma.co.jp/onlyone/,missing
"Sumitomo Heavy Industries, Ltd.",JP,Industrial / Machinery,Machinery,Product/Safety,"Vision-recognition AI + LLM for hydraulic excavator near-miss auto-detection, summarization & reporting (with NEC, Apr 2026)",CONFIRMED,none quantified,P,https://jpn.nec.com/rd/technologies/202512/index.html,2026-04
SMC Corporation,JP,Industrial / Machinery,Machinery,Product/Pneumatics,"""AMS20"" Air Management System: AI real-time monitoring & optimal control of compressed air supply/consumption/leakage",CONFIRMED,none quantified,P,https://www.smcworld.com/,missing
"Kawasaki Kisen Kaisha, Ltd.",JP,Logistics & Supply Chain,Marine Transport,Operations/Safety,"AI-equipped engine plant operation support (with Kawasaki Heavy, for autonomous vessels); IBM IoT+AI vehicle-personnel safety on car carriers",CONFIRMED,none quantified,P,https://www.khi.co.jp/pressrelease/news_211101-1_1.pdf,missing
"Kawasaki Kisen Kaisha, Ltd.",JP,Logistics & Supply Chain,Marine Transport,Finance/Accounting,"""Bill One"" AI accounting automation (K Line Logistics)",CONFIRMED,"~4,600 work-hours saved/year",I,https://jp.corp-sansan.com/news/2026/0226.html,2026
"Mitsui O.S.K. Lines, Ltd.",JP,Logistics & Supply Chain,Marine Transport,Operations,"AI vessel-operations platform (with IBM, Jul 2026) integrating ship info for ~930 vessels; SOSC safety center",CONFIRMED,"crew scheduling -70%, anomaly detection 98%, est. ~JPY30bn/yr savings",P,https://www.mol.co.jp/sustainability/dx/ai/,2026-07
Nippon Yusen K.K.,JP,Logistics & Supply Chain,Marine Transport,Operations/Logistics,"AI dispatch/routing system for car carriers (with MTI, Grid, Jul 2025); ""SAIL with AI Compass"" company-wide AI project",CONFIRMED,evaluates hundreds of millions of routings in ~10 min,P,https://www.nyk.com/news/2025/20250922_01.html,2025-07
Inpex Corp.,JP,Mining & Materials,Mining,Enterprise Productivity,"Multi-model ChatAI (~3,500 employees) + M365 Copilot/Copilot Studio; ""AIR"" AI promotion team",CONFIRMED,"~3,500 employees",P,https://it.impress.co.jp/articles/-/27718,missing
Inpex Corp.,JP,Mining & Materials,Mining,Upstream/Drilling,Machine learning in drilling & completion (since 2019); target 60% of operations using rule-based/AI decision support,CONFIRMED,target 60% of operations,P,https://www.jstage.jst.go.jp/article/japt/88/5/88_325/_article/-char/ja,2019
"Dowa Holdings Co., Ltd.",JP,Chemicals & Materials,Nonferrous Metals,(none),"no confirmed named AI deployment found (strategic DX/AI intent for data utilization in DX Mid-term Plan 2024, but no named operational system or results)",UNKNOWN,,,https://hd.dowa.co.jp/ja/csr/governance/dx.html,2024
Fujikura Ltd.,JP,Chemicals & Materials,Nonferrous Metals,Manufacturing,Deep reinforcement learning for manufacturing equipment control (lens alignment devices),CONFIRMED,AI beats human operators & conventional programs in speed/precision (presented at NVIDIA GTC 2023),P,https://www.fujikura.co.jp/news/pressrelease/20230320ai_1.html,2023
"Furukawa Electric Co., Ltd.",JP,Chemicals & Materials,Nonferrous Metals,Enterprise Productivity,"""JAPAN AI"" platform + M365 Copilot; ""AI Promoter"" program (100 promoters across 4,000-person teams)",CONFIRMED,100 AI promoters deployed,P,https://japan-ai.co.jp/news/press/2026/04/260422/,2026
Mitsubishi Materials Corp.,JP,Chemicals & Materials,Nonferrous Metals,R&D/Manufacturing,AI/Materials Informatics for photocatalyst development (with Tokyo Science Univ); AI image analysis for factory parts counting,CONFIRMED,none quantified,P,https://www.nikkei.com/article/DGXZQOUC166R90W6A210C2000000/,missing
"Mitsui Mining & Smelting Co., Ltd.",JP,Chemicals & Materials,Nonferrous Metals,Enterprise/Data,Company-wide generative AI tools + MDM data infrastructure across 80 divisions (in prep for AI),CONFIRMED,vendor master workload -40% (data project),P,https://www.mitsui-kinzoku.com/csr/governance/ict/,missing
SUMCO Corp.,JP,Chemicals & Materials,Nonferrous Metals,Manufacturing/QC,"AI for rapid wafer defect root-cause analysis (improves yield); AI Promotion Division (est. 2018, ~300 people)",CONFIRMED,none quantified (yield improvement claimed),P,https://www.nikkei.com/article/DGXZQOUC091B00Z00C24A3000000/,2018
"Sumitomo Electric Industries, Ltd.",JP,Chemicals & Materials,Nonferrous Metals,Enterprise Productivity,"Group-wide RAG infrastructure (QuickSolution) for ~290,000 employees, built in ~2 weeks",CONFIRMED,"~290,000 users",P,https://dcross.impress.co.jp/docs/usecase/003940.html,missing
"Sumitomo Electric Industries, Ltd.",JP,Chemicals & Materials,Nonferrous Metals,R&D/Materials,AI + Rescale platform for next-gen material development,CONFIRMED,dev period 10mo→4-5mo; compute 1 week→half-day; multiple patents,P,https://rescale.com/ja/,missing
"Sumitomo Metal Mining Co., Ltd.",JP,Chemicals & Materials,Nonferrous Metals,Maintenance,"AI predictive maintenance for smelting equipment (deployed 2 domestic facilities, with NSSOL); ""DataPort"" company-wide data platform",CONFIRMED,none quantified,P,https://dcross.impress.co.jp/docs/usecase/004046.html,missing
"Credit Saison Co., Ltd.",JP,Financial Services,Other Financial Services,Enterprise Productivity,"""CSAX"" (Credit Saison AI Transformation) + ChatGPT Enterprise company-wide (3,700 employees); AI call center (2028)",CONFIRMED,954% ROI in trial; 3M work-hours reduction target by 2027,P,https://prtimes.jp/main/html/rd/p/000000359.000004442.html,2028
Japan Exchange Group Inc.,JP,Financial Services,Other Financial Services,Product/Disclosure,"""J-LENS"" AI disclosure-information natural-language search service (β Dec 2025); generative AI for internal ops",CONFIRMED,~12 work-hours/month saved (internal ops),P,https://www.jpx.co.jp/corporate/news/news-releases/6020/20260629-02.html,2025-12
Orix Co.,JP,Financial Services,Other Financial Services,Operations,ORIX Bank deployed AI agents (Workato) direct to production without PoC,CLAIMED,"~2,500 hours saved annually",I,https://www.workato.com/customers/orixbank,missing
Orix Co.,JP,Financial Services,Other Financial Services,Fraud/HR,"Shift Technology AI fraud detection (Orix Life); personnel placement AI prediction model (~6,000 data items, Apr 2026)",CONFIRMED,none quantified,P,https://www.orixlife.co.jp/about/news/2025/pdf/n251222.pdf,2026-04
"Bandai Namco Holdings, Inc.",JP,Industrial / Machinery,Other Manufacturing,Product/Content,"AI character motion generation (with ACES, open-source dataset); streaming AI characters; AI content production",CONFIRMED,none quantified,P,https://www.bandainamco-mirai.com/projects/ai,missing
"Dai Nippon Printing Co., Ltd.",JP,Industrial / Machinery,Other Manufacturing,Enterprise Productivity,"Company-wide generative AI (from Apr 2023), ChatGPT Enterprise across 10 depts (Feb 2025); ""Document Structuring AI""",CONFIRMED,"targets 100+ uses/person/week, 50%+ task automation",P,https://openai.com/ja-JP/index/dai-nippon-printing/,2023-04
"Toppan Printing Co., Ltd.",JP,Industrial / Machinery,Other Manufacturing,Software Development,OSS-LLM specialized for in-house system program development (Nov 2023); generative AI management platform,CONFIRMED,~70% efficiency improvement in program development,P,https://www.holdings.toppan.com/ja/news/2023/11/newsrelease231109_1.html,2023-11
Yamaha Corporation,JP,Industrial / Machinery,Other Manufacturing,Product/Audio AI,"""VOCALOID:AI"" voice synthesis, AI instrument sound synthesis, AI-assisted piano (""Daredemo Piano""), AI piano tuning",CONFIRMED,none quantified,P,https://www.yamaha.com/ja/tech-design/research/technologies/aisynth/,missing
Eneos Holdings,JP,Energy & Utilities,Petroleum,Process/Autonomous Ops,"World-first AI autonomous operation of crude distillation unit at Kawasaki refinery (May 2024, with Preferred Networks); Aspen Mtell anomaly detection",CONFIRMED,"monitors 24 factors, 13 valves; ~40% reduction in human intervention",P,https://www.preferred.jp/ja/news/pr20240524,2024-05
"Idemitsu Kosan Co., Ltd",JP,Energy & Utilities,Petroleum,Logistics/Optimization,AI + mathematical optimization for tank-truck routing/dispatch (with Accenture); Cognite Data Fusion refinery DX,CONFIRMED,25% reduction in planning creation time,P,https://www.accenture.com/jp-ja/case-studies/energy/idemitsu-kosan,missing
Astellas Pharma Inc.,JP,Healthcare & Life Sciences,Pharmaceuticals,R&D/Drug Discovery,Human-in-the-Loop AI × robotics drug discovery platform (since 2019); STING inhibitor ASP5502 to Phase I,CONFIRMED,optimization 2 years→7 months; NK-cell yield 50-100x (Epistra),P,https://jp.newsroom.astellas.com/2025-04-22-xAIx,2019
"Chugai Pharmaceutical Co., Ltd.",JP,Healthcare & Life Sciences,Pharmaceuticals,R&D/Drug Discovery,"""MALEXA"" ML antibody drug discovery tech; ""Chugai AI Assistant"" internal AI",CONFIRMED,antibody binding enhanced 1800x vs traditional methods,P,https://www.chugai-pharm.co.jp/innovation/digital/ai_technology.html,missing
"Daiichi Sankyo Company, Limited",JP,Healthcare & Life Sciences,Pharmaceuticals,R&D/Drug Discovery,"AI×SBDD drug discovery; proprietary ""DS-GAI"" generative AI (Azure OpenAI, Sep 2023); AI-agent drug discovery platform (2026 target)",CONFIRMED,400 hits identified from ~6bn compounds in 2 months,P,https://aws.amazon.com/jp/blogs/news/daiichi-sankyo-ai-agent-integrated-drug-discovery/,2023-09
"Eisai Co., Ltd.",JP,Healthcare & Life Sciences,Pharmaceuticals,R&D/Drug Discovery,"AI drug discovery (""Elix Discovery"" platform, FRONTEO Drug Discovery AI Factory, DataRobot); robots in HTS for 25+ years",CONFIRMED,none quantified,P,https://www.eisai.co.jp/innovation/research/digital/index.html,missing
"Kyowa Hakko Kirin Co., Ltd.",JP,Healthcare & Life Sciences,Pharmaceuticals,Enterprise/R&D,DX as business foundation since 2021; generative AI + AI agents for research environment transformation,CONFIRMED,none quantified,P,https://www.kyowakirin.co.jp/stories/20260710/index.html,2021
"Otsuka Holdings Co., Ltd.",JP,Healthcare & Life Sciences,Pharmaceuticals,Enterprise Productivity,"Otsuka Pharmaceutical Factory concierge chatbot (Azure OpenAI + Teams), company-wide; AI/ML integrated in operations",CONFIRMED,none quantified,P,https://www.microsoft.com/ja-jp/customers/story/26683-otsuka-pharmaceutical-factory,missing
"Sumitomo Dainippon Pharma Co., Ltd.",JP,Healthcare & Life Sciences,Pharmaceuticals,R&D/Drug Discovery,"AI-designed drug candidate DSP-1181 (with Exscientia) to Phase 1 (claimed world-first AI-designed drug in trials, Jan 2020); aiProtein with Revolca",CONFIRMED,claimed world-first AI-designed drug in clinical trials,P,https://www.sumitomo-pharma.co.jp/news/20200130.html,2020-01
